"","origine","sex","age","year","immigrati"
"1029","Totale","Totale","40-64 anni",2022,104327
"1030","Totale","Totale","40-64 anni",2023,100615
"1031","Totale","Totale","40-64 anni",2024,98752
"1032","Totale","Totale","40-64 anni",2025,97499
"1033","Totale","Totale","65 anni e più",2002,7751
"1034","Totale","Totale","65 anni e più",2003,8776
"1035","Totale","Totale","65 anni e più",2004,9519
"1036","Totale","Totale","65 anni e più",2005,8728
"1037","Totale","Totale","65 anni e più",2006,8519
"1038","Totale","Totale","65 anni e più",2007,9188
"1039","Totale","Totale","65 anni e più",2008,13410
"1040","Totale","Totale","65 anni e più",2009,11918
"1041","Totale","Totale","65 anni e più",2010,10043
"1042","Totale","Totale","65 anni e più",2011,10057
"1043","Totale","Totale","65 anni e più",2012,9899
"1044","Totale","Totale","65 anni e più",2013,12426
"1045","Totale","Totale","65 anni e più",2014,10888
"1046","Totale","Totale","65 anni e più",2015,10745
"1047","Totale","Totale","65 anni e più",2016,12078
"1048","Totale","Totale","65 anni e più",2017,13279
"1049","Totale","Totale","65 anni e più",2018,13913
"1050","Totale","Totale","65 anni e più",2019,17674
"1051","Totale","Totale","65 anni e più",2020,11419
"1052","Totale","Totale","65 anni e più",2021,15015
"1053","Totale","Totale","65 anni e più",2022,19343
"1054","Totale","Totale","65 anni e più",2023,20683
"1055","Totale","Totale","65 anni e più",2024,20368
"1056","Totale","Totale","65 anni e più",2025,20395
"1057","Totale","Totale","Totale",2002,213202
"1058","Totale","Totale","Totale",2003,440301
"1059","Totale","Totale","Totale",2004,414880
"1060","Totale","Totale","Totale",2005,304960
"1061","Totale","Totale","Totale",2006,279714
"1062","Totale","Totale","Totale",2007,527123
"1063","Totale","Totale","Totale",2008,494394
"1064","Totale","Totale","Totale",2009,421859
"1065","Totale","Totale","Totale",2010,447744
"1066","Totale","Totale","Totale",2011,385793
"1067","Totale","Totale","Totale",2012,350772
"1068","Totale","Totale","Totale",2013,307454
"1069","Totale","Totale","Totale",2014,277631
"1070","Totale","Totale","Totale",2015,280078
"1071","Totale","Totale","Totale",2016,300823
"1072","Totale","Totale","Totale",2017,343440
"1073","Totale","Totale","Totale",2018,332324
"1074","Totale","Totale","Totale",2019,332778
"1075","Totale","Totale","Totale",2020,247526
"1076","Totale","Totale","Totale",2021,318366
"1077","Totale","Totale","Totale",2022,410985
"1078","Totale","Totale","Totale",2023,439658
"1079","Totale","Totale","Totale",2024,451583
"1080","Totale","Totale","Totale",2025,439916
