"","citizenship","age","year","asfr"
"1071","stranieri",23,2014,119.46
"1072","stranieri",23,2015,120.96
"1073","stranieri",23,2016,116.69
"1074","stranieri",23,2017,117.51
"1075","stranieri",23,2018,113.73
"1076","stranieri",23,2019,109.98
"1077","stranieri",23,2020,97.59
"1078","stranieri",23,2021,95.69
"1079","stranieri",23,2022,100.47
"1080","stranieri",23,2023,95.28
"1081","stranieri",23,2024,93.08
"1082","stranieri",24,2002,183.63
"1083","stranieri",24,2003,160.94
"1084","stranieri",24,2004,181.46
"1085","stranieri",24,2005,184.69
"1086","stranieri",24,2006,201.91
"1087","stranieri",24,2007,191.31
"1088","stranieri",24,2008,174.95
"1089","stranieri",24,2009,161.52
"1090","stranieri",24,2010,153.04
"1091","stranieri",24,2011,143.31
"1092","stranieri",24,2012,138.18
"1093","stranieri",24,2013,128.75
"1094","stranieri",24,2014,132.51
"1095","stranieri",24,2015,125.36
"1096","stranieri",24,2016,125.91
"1097","stranieri",24,2017,125.71
"1098","stranieri",24,2018,122.94
"1099","stranieri",24,2019,117.93
"1100","stranieri",24,2020,111.38
"1101","stranieri",24,2021,105.29
"1102","stranieri",24,2022,112.42
"1103","stranieri",24,2023,103.04
"1104","stranieri",24,2024,105.67
"1105","stranieri",25,2002,169.83
"1106","stranieri",25,2003,144.85
"1107","stranieri",25,2004,169.75
"1108","stranieri",25,2005,170.2
"1109","stranieri",25,2006,185.92
"1110","stranieri",25,2007,180.18
"1111","stranieri",25,2008,167.77
"1112","stranieri",25,2009,168.27
"1113","stranieri",25,2010,149.93
"1114","stranieri",25,2011,138.76
"1115","stranieri",25,2012,140.43
"1116","stranieri",25,2013,131.49
"1117","stranieri",25,2014,127.48
"1118","stranieri",25,2015,126.53
"1119","stranieri",25,2016,127.76
"1120","stranieri",25,2017,132
"1121","stranieri",25,2018,126.66
"1122","stranieri",25,2019,127.72
"1123","stranieri",25,2020,116.99
"1124","stranieri",25,2021,111.74
"1125","stranieri",25,2022,118.95
"1126","stranieri",25,2023,112.17
"1127","stranieri",25,2024,111.04
"1128","stranieri",26,2002,155.05
"1129","stranieri",26,2003,137.68
"1130","stranieri",26,2004,154.32
"1131","stranieri",26,2005,155.24
"1132","stranieri",26,2006,164.07
"1133","stranieri",26,2007,169.26
"1134","stranieri",26,2008,159.05
"1135","stranieri",26,2009,153.35
"1136","stranieri",26,2010,149.9
"1137","stranieri",26,2011,139.02
"1138","stranieri",26,2012,132.24
"1139","stranieri",26,2013,132.22
"1140","stranieri",26,2014,128.17
"1141","stranieri",26,2015,125.12
"1142","stranieri",26,2016,131.24
"1143","stranieri",26,2017,131.07
"1144","stranieri",26,2018,128.51
"1145","stranieri",26,2019,125.93
"1146","stranieri",26,2020,118.94
"1147","stranieri",26,2021,118.69
"1148","stranieri",26,2022,117
"1149","stranieri",26,2023,120.2
"1150","stranieri",26,2024,115.65
"1151","stranieri",27,2002,142.65
"1152","stranieri",27,2003,127.35
"1153","stranieri",27,2004,140.09
"1154","stranieri",27,2005,137.81
"1155","stranieri",27,2006,153.33
"1156","stranieri",27,2007,153.61
"1157","stranieri",27,2008,150.7
"1158","stranieri",27,2009,145.59
"1159","stranieri",27,2010,140.95
"1160","stranieri",27,2011,134.89
"1161","stranieri",27,2012,132.93
"1162","stranieri",27,2013,124.29
"1163","stranieri",27,2014,131.14
"1164","stranieri",27,2015,123.77
"1165","stranieri",27,2016,124.05
"1166","stranieri",27,2017,128.29
"1167","stranieri",27,2018,124.38
"1168","stranieri",27,2019,125.76
"1169","stranieri",27,2020,120.88
"1170","stranieri",27,2021,120.25
"1171","stranieri",27,2022,117.65
"1172","stranieri",27,2023,118.98
"1173","stranieri",27,2024,113.29
"1174","stranieri",28,2002,130.4
"1175","stranieri",28,2003,109.73
"1176","stranieri",28,2004,125.2
"1177","stranieri",28,2005,120.08
"1178","stranieri",28,2006,130.38
"1179","stranieri",28,2007,130.48
"1180","stranieri",28,2008,132.92
"1181","stranieri",28,2009,131.86
"1182","stranieri",28,2010,131.12
"1183","stranieri",28,2011,128.51
"1184","stranieri",28,2012,126.61
"1185","stranieri",28,2013,118.83
"1186","stranieri",28,2014,119.1
"1187","stranieri",28,2015,118.51
"1188","stranieri",28,2016,120.75
"1189","stranieri",28,2017,121.2
"1190","stranieri",28,2018,122.73
"1191","stranieri",28,2019,120.42
"1192","stranieri",28,2020,118.88
"1193","stranieri",28,2021,118.52
"1194","stranieri",28,2022,117.85
"1195","stranieri",28,2023,115.91
"1196","stranieri",28,2024,117.27
"1197","stranieri",30,2002,117.63
"1198","stranieri",30,2003,98.08
"1199","stranieri",30,2004,102.4
"1200","stranieri",30,2005,98.69
"1201","stranieri",30,2006,102.57
"1202","stranieri",30,2007,106.1
"1203","stranieri",30,2008,107.52
"1204","stranieri",30,2009,112.55
"1205","stranieri",30,2010,112.34
"1206","stranieri",30,2011,110.48
"1207","stranieri",30,2012,114.25
"1208","stranieri",30,2013,109.81
"1209","stranieri",30,2014,108.15
"1210","stranieri",30,2015,106.78
"1211","stranieri",30,2016,106.39
"1212","stranieri",30,2017,110.79
"1213","stranieri",30,2018,108.52
"1214","stranieri",30,2019,106.75
"1215","stranieri",30,2020,108.1
"1216","stranieri",30,2021,108.98
"1217","stranieri",30,2022,107.41
"1218","stranieri",30,2023,104.16
"1219","stranieri",30,2024,105.1
"1220","stranieri",29,2002,124.13
"1221","stranieri",29,2003,102.9
"1222","stranieri",29,2004,110.3
"1223","stranieri",29,2005,110.35
"1224","stranieri",29,2006,116.37
"1225","stranieri",29,2007,118.7
"1226","stranieri",29,2008,122.77
"1227","stranieri",29,2009,123.17
"1228","stranieri",29,2010,120.33
"1229","stranieri",29,2011,119.9
"1230","stranieri",29,2012,117.3
"1231","stranieri",29,2013,117.24
"1232","stranieri",29,2014,113.22
"1233","stranieri",29,2015,110.17
"1234","stranieri",29,2016,115.04
"1235","stranieri",29,2017,116.75
"1236","stranieri",29,2018,112.25
"1237","stranieri",29,2019,116.58
"1238","stranieri",29,2020,110.16
"1239","stranieri",29,2021,114.35
"1240","stranieri",29,2022,112.42
"1241","stranieri",29,2023,111.57
"1242","stranieri",29,2024,109.81
"1243","stranieri",31,2002,111.79
"1244","stranieri",31,2003,89.03
"1245","stranieri",31,2004,97.05
"1246","stranieri",31,2005,87.52
"1247","stranieri",31,2006,95.02
"1248","stranieri",31,2007,93.51
"1249","stranieri",31,2008,97.99
"1250","stranieri",31,2009,99.46
"1251","stranieri",31,2010,103.37
"1252","stranieri",31,2011,103.33
"1253","stranieri",31,2012,102.95
"1254","stranieri",31,2013,101.96
"1255","stranieri",31,2014,100.52
"1256","stranieri",31,2015,100.9
"1257","stranieri",31,2016,102.86
"1258","stranieri",31,2017,100.81
"1259","stranieri",31,2018,102.23
"1260","stranieri",31,2019,100.24
"1261","stranieri",31,2020,100.73
"1262","stranieri",31,2021,101.32
"1263","stranieri",31,2022,100.56
"1264","stranieri",31,2023,100.86
"1265","stranieri",31,2024,103.14
"1266","stranieri",32,2002,99.96
"1267","stranieri",32,2003,89.9
"1268","stranieri",32,2004,91.79
"1269","stranieri",32,2005,84.66
"1270","stranieri",32,2006,87.41
"1271","stranieri",32,2007,86.82
"1272","stranieri",32,2008,88.46
"1273","stranieri",32,2009,87.98
"1274","stranieri",32,2010,94.03
"1275","stranieri",32,2011,93.4
"1276","stranieri",32,2012,95.81
"1277","stranieri",32,2013,93.22
"1278","stranieri",32,2014,93.76
"1279","stranieri",32,2015,89.42
"1280","stranieri",32,2016,93.35
"1281","stranieri",32,2017,93.64
"1282","stranieri",32,2018,93.79
"1283","stranieri",32,2019,94.24
"1284","stranieri",32,2020,90.5
"1285","stranieri",32,2021,93.16
"1286","stranieri",32,2022,91.04
"1287","stranieri",32,2023,91
"1288","stranieri",32,2024,93.1
"1289","stranieri",33,2002,95.45
"1290","stranieri",33,2003,82.31
"1291","stranieri",33,2004,91.08
"1292","stranieri",33,2005,81.42
"1293","stranieri",33,2006,81.84
"1294","stranieri",33,2007,80.41
"1295","stranieri",33,2008,79.98
"1296","stranieri",33,2009,82.28
"1297","stranieri",33,2010,83.97
"1298","stranieri",33,2011,86.93
"1299","stranieri",33,2012,85.83
"1300","stranieri",33,2013,84.84
"1301","stranieri",33,2014,84.55
"1302","stranieri",33,2015,84.7
"1303","stranieri",33,2016,87.82
"1304","stranieri",33,2017,87.29
"1305","stranieri",33,2018,87.67
"1306","stranieri",33,2019,82.51
"1307","stranieri",33,2020,85.42
"1308","stranieri",33,2021,84.69
"1309","stranieri",33,2022,83.53
"1310","stranieri",33,2023,83.67
"1311","stranieri",33,2024,84.24
"1312","stranieri",34,2002,88.19
"1313","stranieri",34,2003,72.82
"1314","stranieri",34,2004,80.61
"1315","stranieri",34,2005,74.02
"1316","stranieri",34,2006,77.58
"1317","stranieri",34,2007,73.15
"1318","stranieri",34,2008,72.34
"1319","stranieri",34,2009,72.88
"1320","stranieri",34,2010,72.2
"1321","stranieri",34,2011,76.43
"1322","stranieri",34,2012,78.48
"1323","stranieri",34,2013,76.47
"1324","stranieri",34,2014,79.3
"1325","stranieri",34,2015,76.57
"1326","stranieri",34,2016,78.16
"1327","stranieri",34,2017,77.79
"1328","stranieri",34,2018,79.82
"1329","stranieri",34,2019,77.92
"1330","stranieri",34,2020,76.82
"1331","stranieri",34,2021,80.61
"1332","stranieri",34,2022,78.47
"1333","stranieri",34,2023,74.25
"1334","stranieri",34,2024,77.18
"1335","stranieri",35,2002,81.29
"1336","stranieri",35,2003,72.67
"1337","stranieri",35,2004,75.98
"1338","stranieri",35,2005,73.99
"1339","stranieri",35,2006,71.83
"1340","stranieri",35,2007,71.07
"1341","stranieri",35,2008,67.59
"1342","stranieri",35,2009,69.04
"1343","stranieri",35,2010,68.17
"1344","stranieri",35,2011,69.36
"1345","stranieri",35,2012,68.97
"1346","stranieri",35,2013,68.84
"1347","stranieri",35,2014,69.47
"1348","stranieri",35,2015,67.66
"1349","stranieri",35,2016,71.52
"1350","stranieri",35,2017,71.58
"1351","stranieri",35,2018,70.36
"1352","stranieri",35,2019,71.65
"1353","stranieri",35,2020,70.03
"1354","stranieri",35,2021,73.68
"1355","stranieri",35,2022,67.5
"1356","stranieri",35,2023,67.91
"1357","stranieri",35,2024,67.59
"1358","stranieri",36,2002,68.52
"1359","stranieri",36,2003,64.31
"1360","stranieri",36,2004,67.19
"1361","stranieri",36,2005,63.83
"1362","stranieri",36,2006,66.61
"1363","stranieri",36,2007,65.26
"1364","stranieri",36,2008,64.47
"1365","stranieri",36,2009,62.57
"1366","stranieri",36,2010,61.2
"1367","stranieri",36,2011,62.33
"1368","stranieri",36,2012,61.65
"1369","stranieri",36,2013,60.26
"1370","stranieri",36,2014,58.55
"1371","stranieri",36,2015,59.6
"1372","stranieri",36,2016,62.92
"1373","stranieri",36,2017,63.95
"1374","stranieri",36,2018,64.06
"1375","stranieri",36,2019,62.4
"1376","stranieri",36,2020,64.61
"1377","stranieri",36,2021,64.9
"1378","stranieri",36,2022,61.17
"1379","stranieri",36,2023,60.5
"1380","stranieri",36,2024,59.24
"1381","stranieri",37,2002,56.51
"1382","stranieri",37,2003,54.53
"1383","stranieri",37,2004,54.83
"1384","stranieri",37,2005,52.53
"1385","stranieri",37,2006,55.75
"1386","stranieri",37,2007,53.19
"1387","stranieri",37,2008,55.32
"1388","stranieri",37,2009,54.26
"1389","stranieri",37,2010,53.22
"1390","stranieri",37,2011,53.76
"1391","stranieri",37,2012,52.32
"1392","stranieri",37,2013,50.75
"1393","stranieri",37,2014,52.18
"1394","stranieri",37,2015,48.61
"1395","stranieri",37,2016,52.53
"1396","stranieri",37,2017,54.82
"1397","stranieri",37,2018,54.76
"1398","stranieri",37,2019,53.58
"1399","stranieri",37,2020,52.62
"1400","stranieri",37,2021,56.76
"1401","stranieri",37,2022,54.18
"1402","stranieri",37,2023,51.41
"1403","stranieri",37,2024,52.48
"1404","stranieri",38,2002,44.72
"1405","stranieri",38,2003,40.67
"1406","stranieri",38,2004,47.89
"1407","stranieri",38,2005,45.75
"1408","stranieri",38,2006,45.55
"1409","stranieri",38,2007,44.61
"1410","stranieri",38,2008,45.66
"1411","stranieri",38,2009,43.4
"1412","stranieri",38,2010,42.51
"1413","stranieri",38,2011,42.71
"1414","stranieri",38,2012,41.33
"1415","stranieri",38,2013,41.15
"1416","stranieri",38,2014,41.37
"1417","stranieri",38,2015,43.76
"1418","stranieri",38,2016,41.95
"1419","stranieri",38,2017,45.22
"1420","stranieri",38,2018,47.73
"1421","stranieri",38,2019,44.84
"1422","stranieri",38,2020,44.17
"1423","stranieri",38,2021,47.45
"1424","stranieri",38,2022,44.34
"1425","stranieri",38,2023,44.89
"1426","stranieri",38,2024,43.23
"1427","stranieri",39,2002,39.1
"1428","stranieri",39,2003,31.99
"1429","stranieri",39,2004,36.25
"1430","stranieri",39,2005,35.6
"1431","stranieri",39,2006,36.64
"1432","stranieri",39,2007,36.54
"1433","stranieri",39,2008,33.81
"1434","stranieri",39,2009,33.72
"1435","stranieri",39,2010,34.39
"1436","stranieri",39,2011,34.63
"1437","stranieri",39,2012,32.79
"1438","stranieri",39,2013,33.25
"1439","stranieri",39,2014,34.64
"1440","stranieri",39,2015,33.08
"1441","stranieri",39,2016,35.64
"1442","stranieri",39,2017,38.36
"1443","stranieri",39,2018,37.93
"1444","stranieri",39,2019,37.76
"1445","stranieri",39,2020,36.03
"1446","stranieri",39,2021,37.85
"1447","stranieri",39,2022,36.71
"1448","stranieri",39,2023,37.37
"1449","stranieri",39,2024,37.69
"1450","stranieri",40,2002,33.21
"1451","stranieri",40,2003,25.89
"1452","stranieri",40,2004,26.58
"1453","stranieri",40,2005,27.39
"1454","stranieri",40,2006,27.7
"1455","stranieri",40,2007,25.92
"1456","stranieri",40,2008,25.11
"1457","stranieri",40,2009,26.65
"1458","stranieri",40,2010,26.17
"1459","stranieri",40,2011,24.89
"1460","stranieri",40,2012,25.94
"1461","stranieri",40,2013,25.89
"1462","stranieri",40,2014,26.08
"1463","stranieri",40,2015,25.67
"1464","stranieri",40,2016,26.29
"1465","stranieri",40,2017,28.83
"1466","stranieri",40,2018,29.31
"1467","stranieri",40,2019,29.5
"1468","stranieri",40,2020,29.46
"1469","stranieri",40,2021,31.13
"1470","stranieri",40,2022,29.65
"1471","stranieri",40,2023,27.92
"1472","stranieri",40,2024,29.2
"1473","stranieri",41,2002,22.28
"1474","stranieri",41,2003,19.9
"1475","stranieri",41,2004,18.9
"1476","stranieri",41,2005,18.48
"1477","stranieri",41,2006,19.92
"1478","stranieri",41,2007,19.43
"1479","stranieri",41,2008,19.07
"1480","stranieri",41,2009,18.41
"1481","stranieri",41,2010,17.5
"1482","stranieri",41,2011,19.14
"1483","stranieri",41,2012,17.84
"1484","stranieri",41,2013,19.23
"1485","stranieri",41,2014,17.49
"1486","stranieri",41,2015,19.21
"1487","stranieri",41,2016,18.35
"1488","stranieri",41,2017,20.8
"1489","stranieri",41,2018,21.83
"1490","stranieri",41,2019,20.71
"1491","stranieri",41,2020,20.6
"1492","stranieri",41,2021,21.84
"1493","stranieri",41,2022,21.48
"1494","stranieri",41,2023,21.4
"1495","stranieri",41,2024,21.18
"1496","stranieri",42,2002,14.87
"1497","stranieri",42,2003,14.85
"1498","stranieri",42,2004,12.57
"1499","stranieri",42,2005,12.96
"1500","stranieri",42,2006,12.87
"1501","stranieri",42,2007,13.01
"1502","stranieri",42,2008,13.92
"1503","stranieri",42,2009,12
"1504","stranieri",42,2010,11.4
"1505","stranieri",42,2011,11.73
"1506","stranieri",42,2012,11.72
"1507","stranieri",42,2013,12.16
"1508","stranieri",42,2014,12.61
"1509","stranieri",42,2015,12.08
"1510","stranieri",42,2016,12.54
"1511","stranieri",42,2017,13.78
"1512","stranieri",42,2018,13.95
"1513","stranieri",42,2019,14.52
"1514","stranieri",42,2020,14.46
"1515","stranieri",42,2021,14.32
"1516","stranieri",42,2022,14.79
"1517","stranieri",42,2023,13.68
"1518","stranieri",42,2024,15.17
"1519","stranieri",43,2002,7.92
"1520","stranieri",43,2003,9.19
"1521","stranieri",43,2004,8.74
"1522","stranieri",43,2005,6.46
"1523","stranieri",43,2006,7.22
"1524","stranieri",43,2007,8.2
"1525","stranieri",43,2008,6.9
"1526","stranieri",43,2009,8.68
"1527","stranieri",43,2010,7.54
"1528","stranieri",43,2011,8.05
"1529","stranieri",43,2012,6.78
"1530","stranieri",43,2013,7.21
"1531","stranieri",43,2014,6.84
"1532","stranieri",43,2015,7.6
"1533","stranieri",43,2016,8.57
"1534","stranieri",43,2017,8.7
"1535","stranieri",43,2018,8.38
"1536","stranieri",43,2019,8.62
"1537","stranieri",43,2020,8.4
"1538","stranieri",43,2021,9.86
"1539","stranieri",43,2022,9.66
"1540","stranieri",43,2023,9.45
"1541","stranieri",43,2024,9.5
"1542","stranieri",44,2002,5.67
"1543","stranieri",44,2003,5.04
"1544","stranieri",44,2004,4.63
"1545","stranieri",44,2005,4.31
"1546","stranieri",44,2006,4.29
"1547","stranieri",44,2007,5.78
"1548","stranieri",44,2008,4.11
"1549","stranieri",44,2009,4.28
"1550","stranieri",44,2010,5.38
"1551","stranieri",44,2011,4.46
"1552","stranieri",44,2012,4.21
"1553","stranieri",44,2013,3.89
"1554","stranieri",44,2014,4.09
"1555","stranieri",44,2015,4.06
"1556","stranieri",44,2016,4.51
"1557","stranieri",44,2017,4.77
"1558","stranieri",44,2018,5.98
"1559","stranieri",44,2019,4.97
"1560","stranieri",44,2020,5.43
"1561","stranieri",44,2021,5.68
"1562","stranieri",44,2022,5.2
"1563","stranieri",44,2023,5.16
"1564","stranieri",44,2024,5.85
"1565","stranieri",45,2002,3.97
"1566","stranieri",45,2003,2.93
"1567","stranieri",45,2004,3.1
"1568","stranieri",45,2005,2.66
"1569","stranieri",45,2006,2.72
"1570","stranieri",45,2007,2.42
"1571","stranieri",45,2008,2.13
"1572","stranieri",45,2009,2.31
"1573","stranieri",45,2010,2.41
"1574","stranieri",45,2011,2.97
"1575","stranieri",45,2012,2.27
"1576","stranieri",45,2013,1.96
"1577","stranieri",45,2014,2.55
"1578","stranieri",45,2015,2.43
"1579","stranieri",45,2016,2.55
"1580","stranieri",45,2017,3.01
"1581","stranieri",45,2018,3.03
"1582","stranieri",45,2019,2.82
"1583","stranieri",45,2020,2.96
"1584","stranieri",45,2021,3.26
"1585","stranieri",45,2022,3.1
"1586","stranieri",45,2023,3.49
"1587","stranieri",45,2024,3.15
"1588","stranieri",46,2002,1.25
"1589","stranieri",46,2003,1.33
"1590","stranieri",46,2004,1.38
"1591","stranieri",46,2005,1.17
"1592","stranieri",46,2006,1.78
"1593","stranieri",46,2007,1.5
"1594","stranieri",46,2008,1.21
"1595","stranieri",46,2009,0.96
"1596","stranieri",46,2010,1.25
"1597","stranieri",46,2011,1.71
"1598","stranieri",46,2012,1.16
"1599","stranieri",46,2013,1.43
"1600","stranieri",46,2014,1.15
"1601","stranieri",46,2015,1.27
"1602","stranieri",46,2016,1.6
"1603","stranieri",46,2017,1.24
"1604","stranieri",46,2018,1.56
"1605","stranieri",46,2019,1.42
"1606","stranieri",46,2020,1.75
"1607","stranieri",46,2021,1.82
"1608","stranieri",46,2022,1.86
"1609","stranieri",46,2023,2.15
"1610","stranieri",46,2024,1.59
"1611","stranieri",50,2002,0.9
"1612","stranieri",50,2003,0.89
"1613","stranieri",50,2004,0.84
"1614","stranieri",50,2005,1.22
"1615","stranieri",50,2006,1.42
"1616","stranieri",50,2007,0.9
"1617","stranieri",50,2008,0.92
"1618","stranieri",50,2009,0.57
"1619","stranieri",50,2010,1.07
"1620","stranieri",50,2011,1.05
"1621","stranieri",50,2012,1.02
"1622","stranieri",50,2013,0.92
"1623","stranieri",50,2014,0.89
"1624","stranieri",50,2015,0.73
"1625","stranieri",50,2016,0.61
"1626","stranieri",50,2017,0.83
"1627","stranieri",50,2018,0.86
"1628","stranieri",50,2019,1.09
"1629","stranieri",50,2020,1.23
"1630","stranieri",50,2021,0.96
"1631","stranieri",50,2022,0.84
"1632","stranieri",50,2023,0.92
"1633","stranieri",50,2024,1.03
"1634","stranieri",47,2002,0.62
"1635","stranieri",47,2003,0.58
"1636","stranieri",47,2004,0.86
"1637","stranieri",47,2005,0.72
"1638","stranieri",47,2006,0.48
"1639","stranieri",47,2007,0.9
"1640","stranieri",47,2008,0.34
"1641","stranieri",47,2009,0.92
"1642","stranieri",47,2010,0.55
"1643","stranieri",47,2011,0.7
"1644","stranieri",47,2012,0.47
"1645","stranieri",47,2013,0.53
"1646","stranieri",47,2014,0.86
"1647","stranieri",47,2015,0.61
"1648","stranieri",47,2016,0.54
"1649","stranieri",47,2017,1.19
"1650","stranieri",47,2018,1.02
"1651","stranieri",47,2019,0.82
"1652","stranieri",47,2020,0.91
"1653","stranieri",47,2021,1.1
"1654","stranieri",47,2022,1.14
"1655","stranieri",47,2023,1.05
"1656","stranieri",47,2024,1.17
"1657","stranieri",48,2002,0.27
"1658","stranieri",48,2003,0.83
"1659","stranieri",48,2004,0.31
"1660","stranieri",48,2005,0.33
"1661","stranieri",48,2006,0.47
"1662","stranieri",48,2007,0.59
"1663","stranieri",48,2008,0.4
"1664","stranieri",48,2009,0.7
"1665","stranieri",48,2010,0.13
"1666","stranieri",48,2011,0.37
"1667","stranieri",48,2012,0.65
"1668","stranieri",48,2013,0.57
"1669","stranieri",48,2014,0.33
"1670","stranieri",48,2015,0.23
"1671","stranieri",48,2016,0.4
"1672","stranieri",48,2017,0.57
"1673","stranieri",48,2018,0.64
"1674","stranieri",48,2019,0.68
"1675","stranieri",48,2020,0.69
"1676","stranieri",48,2021,0.53
"1677","stranieri",48,2022,0.71
"1678","stranieri",48,2023,0.86
"1679","stranieri",48,2024,0.7
"1680","stranieri",49,2002,0
"1681","stranieri",49,2003,0.45
"1682","stranieri",49,2004,0.33
"1683","stranieri",49,2005,0.21
"1684","stranieri",49,2006,0.44
"1685","stranieri",49,2007,0.32
"1686","stranieri",49,2008,0.17
"1687","stranieri",49,2009,0.15
"1688","stranieri",49,2010,0.16
"1689","stranieri",49,2011,0.24
"1690","stranieri",49,2012,0.28
"1691","stranieri",49,2013,0.5
"1692","stranieri",49,2014,0.23
"1693","stranieri",49,2015,0.21
"1694","stranieri",49,2016,0.28
"1695","stranieri",49,2017,0.26
"1696","stranieri",49,2018,0.36
"1697","stranieri",49,2019,0.49
"1698","stranieri",49,2020,0.43
"1699","stranieri",49,2021,0.24
"1700","stranieri",49,2022,0.62
"1701","stranieri",49,2023,0.52
"1702","stranieri",49,2024,0.68
