"","year","age","median","source","low90","high90"
"2755",2053,27,"466.21749999999997","UN","466.21749999999997","544.15949999999998"
"2756",2053,28,"467.26499999999999","UN","467.26499999999999","546.14449999999999"
"2757",2053,29,"466.59800000000001","UN","466.59800000000001","506.27449999999999"
"2758",2053,30,"472.67","UN","472.67","472.67"
"2759",2053,31,"482.2","UN","482.2","482.2"
"2760",2053,32,"483.39449999999999","UN","483.39449999999999","483.39449999999999"
"2761",2053,33,"485.21899999999999","UN","485.21899999999999","485.21899999999999"
"2762",2053,34,"497.27699999999999","UN","497.27699999999999","497.27699999999999"
"2763",2053,35,"515.20950000000005","UN","515.20950000000005","515.20950000000005"
"2764",2053,36,"530.45150000000001","UN","530.45150000000001","530.45150000000001"
"2765",2053,37,"539.50549999999998","UN","539.50549999999998","539.50549999999998"
"2766",2053,38,"548.40750000000003","UN","548.40750000000003","548.40750000000003"
"2767",2053,39,"557.01549999999997","UN","557.01549999999997","557.01549999999997"
"2768",2053,40,"569.72749999999996","UN","569.72749999999996","569.72749999999996"
"2769",2053,41,"583.40200000000004","UN","583.40200000000004","583.40200000000004"
"2770",2053,42,"594.40750000000003","UN","594.40750000000003","594.40750000000003"
"2771",2053,43,"605.85249999999996","UN","605.85249999999996","605.85249999999996"
"2772",2053,44,"612.99199999999996","UN","612.99199999999996","612.99199999999996"
"2773",2053,45,"615.24649999999997","UN","615.24649999999997","615.24649999999997"
"2774",2053,46,"613.46849999999995","UN","613.46849999999995","613.46849999999995"
"2775",2053,47,"608.08550000000002","UN","608.08550000000002","608.08550000000002"
"2776",2053,48,"602.00649999999996","UN","602.00649999999996","602.00649999999996"
"2777",2053,49,"592.48249999999996","UN","592.48249999999996","592.48249999999996"
"2778",2053,50,"576.81700000000001","UN","576.81700000000001","576.81700000000001"
"2779",2053,51,"568.24450000000002","UN","568.24450000000002","568.24450000000002"
"2780",2053,52,"570.91300000000001","UN","570.91300000000001","570.91300000000001"
"2781",2053,53,"570.85050000000001","UN","570.85050000000001","570.85050000000001"
"2782",2053,54,"569.01700000000005","UN","569.01700000000005","569.01700000000005"
"2783",2053,55,"567.72149999999999","UN","567.72149999999999","567.72149999999999"
