year,age_mother,citizenship,asfr
2026,39,italiani,40.01174976359987
2026,40,italiani,29.94411619431115
2026,41,italiani,21.289887902804924
2026,42,italiani,13.824050142969172
2026,43,italiani,8.377908832374136
2026,44,italiani,5.127019840676956
2026,45,italiani,3.11392589162214
2026,46,italiani,2.0226192340345808
2026,47,italiani,1.253034537379534
2026,48,italiani,0.788657280705374
2026,49,italiani,0.523189210684141
2026,50,italiani,0.9524675658059765
2027,14,italiani,0.01897342470787171
2027,15,italiani,0.07035469361829431
2027,16,italiani,0.802764123985787
2027,17,italiani,1.6227767978129422
2027,18,italiani,3.0933756660506866
2027,19,italiani,5.580502879925329
2027,20,italiani,7.785835397629688
2027,21,italiani,10.184919586733216
2027,22,italiani,12.9953632033322
2027,23,italiani,16.438599164589863
2027,24,italiani,20.535191267293825
2027,25,italiani,26.890950533625492
2027,26,italiani,34.47056320519207
2027,27,italiani,43.84439433754753
2027,28,italiani,53.33195868338783
2027,29,italiani,64.28867658778253
2027,30,italiani,73.97063514762245
2027,31,italiani,81.52359649238896
2027,32,italiani,85.29548329147126
2027,33,italiani,85.323338079107
2027,34,italiani,83.29928896064301
2027,35,italiani,79.0328372629591
2027,36,italiani,70.92762957506815
2027,37,italiani,60.406722456257015
2027,38,italiani,50.110838633684956
2027,39,italiani,40.16748023633466
2027,40,italiani,30.06066224386202
2027,41,italiani,21.372750670046127
2027,42,italiani,13.877854984711746
2027,43,italiani,8.410516646596284
2027,44,italiani,5.146974809610498
2027,45,italiani,3.1260456602908073
2027,46,italiani,2.0304915078376435
2027,47,italiani,1.2579114963231455
2027,48,italiani,0.791726828322652
2027,49,italiani,0.5252255251065537
2027,50,italiani,0.9561746824695535
2028,14,italiani,0.019097663322300448
2028,15,italiani,0.0708153784861173
2028,16,italiani,0.8080206501012709
2028,17,italiani,1.63340279412049
2028,18,italiani,3.1136311925344358
2028,19,italiani,5.617044197915743
2028,20,italiani,7.83681730610773
2028,21,italiani,10.251610778070901
2028,22,italiani,13.080457272707582
2028,23,italiani,16.546239657268593
2028,24,italiani,20.669656380965122
2028,25,italiani,27.06703336982445
2028,26,italiani,34.696277596617385
2028,27,italiani,44.13148888620348
2028,28,italiani,53.68117811812941
2028,29,italiani,64.70964097485019
2028,30,italiani,74.454997320538
2028,31,italiani,82.05741570675883
2028,32,italiani,85.85400094573352
2028,33,italiani,85.88203812744278
2028,34,italiani,83.84473546820345
2028,35,italiani,79.55034690326396
2028,36,italiani,71.39206604654319
2028,37,italiani,60.80226767888797
2028,38,italiani,50.43896606748073
2028,39,italiani,40.43049822947459
2028,40,italiani,30.257500457494494
2028,41,italiani,21.5127001504726
2028,42,italiani,13.968727639548185
2028,43,italiani,8.465588988616302
2028,44,italiani,5.1806773714142365
2028,45,italiani,3.1465151109806646
2028,46,italiani,2.043787233592331
2028,47,italiani,1.266148342532166
2028,48,italiani,0.7969110818599724
2028,49,italiani,0.5286647192692592
2028,50,italiani,0.9624357460113702
2029,14,italiani,0.019296430081822566
2029,15,italiani,0.07155241856628153
2029,16,italiani,0.8164304562402263
2029,17,italiani,1.6504031032631583
2029,18,italiani,3.1460375855073597
2029,19,italiani,5.675505887938758
2029,20,italiani,7.918382194681452
2029,21,italiani,10.358308619573833
2029,22,italiani,13.216597493701405
2029,23,italiani,16.718451429119824
2029,24,italiani,20.884784302635133
2029,25,italiani,27.34874461491247
2029,26,italiani,35.05739332836801
2029,27,italiani,44.59080544712295
2029,28,italiani,54.239886984329324
2029,29,italiani,65.38313308900803
2029,30,italiani,75.22991822567043
2029,31,italiani,82.91146189762168
2029,32,italiani,86.74756165376347
2029,33,italiani,86.77589064393435
2029,34,italiani,84.71738392213989
2029,35,italiani,80.37829974785927
2029,36,italiani,72.13510823888775
2029,37,italiani,61.43509220376148
2029,38,italiani,50.96393028271916
2029,39,italiani,40.851295213027726
2029,40,italiani,30.572417796630557
2029,41,italiani,21.73660239575343
2029,42,italiani,14.114112898503812
2029,43,italiani,8.553698076221199
2029,44,italiani,5.234597394815379
2029,45,italiani,3.1792637568145605
2029,46,italiani,2.0650587870131862
2029,47,italiani,1.2793263004253468
2029,48,italiani,0.8052052606134331
2029,49,italiani,0.5341670140447733
2029,50,italiani,0.9724526905586933
2030,14,italiani,0.01952932125531803
2030,15,italiani,0.07241599419429563
2030,16,italiani,0.8262840636808242
2030,17,italiani,1.6703220371711245
2030,18,italiani,3.1840075303128414
2030,19,italiani,5.744004321110996
2030,20,italiani,8.013950199420428
2030,21,italiani,10.483324419885685
2030,22,italiani,13.37611036146366
2030,23,italiani,16.920228636398306
2030,24,italiani,21.136845533848163
2030,25,italiani,27.6788202402995
2030,26,italiani,35.480505657297016
2030,27,italiani,45.12897779110854
2030,28,italiani,54.89451537292133
2030,29,italiani,66.17225079250767
2030,30,italiani,76.13787808473516
2030,31,italiani,83.91213132588817
2030,32,italiani,87.79452947867976
2030,33,italiani,87.82320037518963
2030,34,italiani,85.73984926279783
2030,35,italiani,81.34839610622574
2030,36,italiani,73.00571642582915
2030,37,italiani,62.17656047827999
2030,38,italiani,51.579020715465276
2030,39,italiani,41.34433491211351
2030,40,italiani,30.941400361128746
2030,41,italiani,21.99894433248918
2030,42,italiani,14.284457998703276
2030,43,italiani,8.656933792581688
2030,44,italiani,5.2977744449166435
2030,45,italiani,3.2176347126875657
2030,46,italiani,2.089982255354497
2030,47,italiani,1.2947666591925542
2030,48,italiani,0.814923389679474
2030,49,italiani,0.540613946571461
2030,50,italiani,0.9841893510348909
2031,14,italiani,0.019716793551156006
2031,15,italiani,0.0731111536680688
2031,16,italiani,0.8342160019395792
2031,17,italiani,1.6863563428698936
2031,18,italiani,3.2145725045825237
2031,19,italiani,5.799144060137445
2031,20,italiani,8.090880350907769
2031,21,italiani,10.583959402090974
2031,22,italiani,13.504514727701572
2031,23,italiani,17.0826548706283
2031,24,italiani,21.33974930644723
2031,25,italiani,27.94452389219281
2031,26,italiani,35.821101818633366
2031,27,italiani,45.56219474548765
2031,28,italiani,55.42147689356672
2031,29,italiani,66.80747326719862
2031,30,italiani,76.86876589277357
2031,31,italiani,84.71764830738789
2031,32,italiani,88.63731565584406
2031,33,italiani,88.66626177947126
2031,34,italiani,86.56291147658172
2031,35,italiani,82.12930243581046
2031,36,italiani,73.70653695557077
2031,37,italiani,62.773426205858605
2031,38,italiani,52.074155047282865
2031,39,italiani,41.741221075464296
2031,40,italiani,31.238423247193627
2031,41,italiani,22.2101238479524
2031,42,italiani,14.421582074896596
2031,43,italiani,8.740036284050547
2031,44,italiani,5.348630587075185
2031,45,italiani,3.248522492087029
2031,46,italiani,2.11004510170484
2031,47,italiani,1.3071958099551386
2031,48,italiani,0.8227462708128198
2031,49,italiani,0.5458035861088915
2031,50,italiani,0.9936371057604964
2032,14,italiani,0.019859304497549482
2032,15,italiani,0.07363959353199102
2032,16,italiani,0.840245628999605
2032,17,italiani,1.6985451522599953
2032,18,italiani,3.2378071024744126
2032,19,italiani,5.841059674161503
2032,20,italiani,8.149360398029662
2032,21,italiani,10.660459166977626
2032,22,italiani,13.602123964692165
2032,23,italiani,17.20612653483222
2032,24,italiani,21.49399080933516
2032,25,italiani,28.146504023295716
2032,26,italiani,36.08001304107862
2032,27,italiani,45.89151358103242
2032,28,italiani,55.822057601689174
2032,29,italiani,67.29035078056118
2032,30,italiani,77.42436538957082
2032,31,italiani,85.32997871522987
2032,32,italiani,89.27797701424993
2032,33,italiani,89.3071323574676
2032,34,italiani,87.18857925593416
2032,35,italiani,82.72292454715407
2032,36,italiani,74.23928018837235
2032,37,italiani,63.22714604391176
2032,38,italiani,52.45054165898899
2032,39,italiani,42.04292230815459
2032,40,italiani,31.46421134246617
2032,41,italiani,22.370656328087964
2032,42,italiani,14.525819779909448
2032,43,italiani,8.803208363178003
2032,44,italiani,5.387289936268831
2032,45,italiani,3.272002476980448
2032,46,italiani,2.125296289662795
2032,47,italiani,1.316644086193106
2032,48,italiani,0.8286929958414623
2032,49,italiani,0.5497485980297964
2032,50,italiani,1.000819012085488
2033,14,italiani,0.02003250702155531
2033,15,italiani,0.07428183976312555
2033,16,italiani,0.8475738143217826
2033,17,italiani,1.7133589795793558
2033,18,italiani,3.2660455718760866
2033,19,italiani,5.892002358411008
2033,20,italiani,8.220434880529593
2033,21,italiani,10.75343414679172
2033,22,italiani,13.720754614764305
2033,23,italiani,17.356189420698357
2033,24,italiani,21.681450217069923
2033,25,italiani,28.39198319097637
2033,26,italiani,36.394684147795836
2033,27,italiani,46.29175549200485
2033,28,italiani,56.30890855223502
2033,29,italiani,67.87722221897782
2033,30,italiani,78.09962043219721
2033,31,italiani,86.07418240517606
2033,32,italiani,90.05661309180796
2033,33,italiani,90.08602271276402
2033,34,italiani,87.94899269304489
2033,35,italiani,83.44439086670613
2033,36,italiani,74.88675657459669
2033,37,italiani,63.77858032409221
2033,38,italiani,52.9079880011774
2033,39,italiani,42.40959880789061
2033,40,italiani,31.738625827678405
2033,41,italiani,22.56576155647952
2033,42,italiani,14.652506424421322
2033,43,italiani,8.879985367530788
2033,44,italiani,5.43427507689287
2033,45,italiani,3.3005391806518314
2033,46,italiani,2.1438320184278807
2033,47,italiani,1.328127171060158
2033,48,italiani,0.8359204251063393
2033,49,italiani,0.5545432193499527
2033,50,italiani,1.0095476349326586
2034,14,italiani,0.020087121859719757
2034,15,italiani,0.07448435513740473
2034,16,italiani,0.8498845638775819
2034,17,italiani,1.718030128491803
2034,18,italiani,3.274949826852949
2034,19,italiani,5.9080657874627445
2034,20,italiani,8.242846340071747
2034,21,italiani,10.782751349326936
2034,22,italiani,13.75816165483039
2034,23,italiani,17.403507785561175
2034,24,italiani,21.74056058670572
2034,25,italiani,28.469388558436087
2034,26,italiani,36.49390736447257
2034,27,italiani,46.417961200148305
2034,28,italiani,56.46242413191199
2034,29,italiani,68.06227661594136
2034,30,italiani,78.31254426275021
2034,31,italiani,86.30884736933345
2034,32,italiani,90.30213539934316
2034,33,italiani,90.3316252000634
2034,34,italiani,88.18876897254341
2034,35,italiani,83.67188620206342
2034,36,italiani,75.09092114004928
2034,37,italiani,63.95246054981785
2034,38,italiani,53.05223161477911
2034,39,italiani,42.52522055074186
2034,40,italiani,31.8251551827549
2034,41,italiani,22.62728283357871
2034,42,italiani,14.692453709412273
2034,43,italiani,8.904194966620334
2034,44,italiani,5.449090599161064
2034,45,italiani,3.30953747592325
2034,46,italiani,2.1496767705905637
2034,47,italiani,1.3317480583725254
2034,48,italiani,0.8381994039024738
2034,49,italiani,0.5560550764603683
2034,50,italiani,1.0122999754480928
2035,14,italiani,0.02023649750037128
2035,15,italiani,0.07503824973439407
2035,16,italiani,0.856204635617856
2035,17,italiani,1.7308060678670054
2035,18,italiani,3.299303625864282
2035,19,italiani,5.952000459546519
2035,20,italiani,8.304143347250728
2035,21,italiani,10.862936076737869
2035,22,italiani,13.86047268902084
2035,23,italiani,17.53292702955277
2035,24,italiani,21.90223183998141
2035,25,italiani,28.68109799020895
2035,26,italiani,36.765290235075696
2035,27,italiani,46.763143189904326
2035,28,italiani,56.882300649630295
2035,29,italiani,68.56841414249736
2035,30,italiani,78.89490676107093
2035,31,italiani,86.95067348358339
2035,32,italiani,90.97365715450941
2035,33,italiani,91.00336625284264
2035,34,italiani,88.84457491405855
2035,35,italiani,84.29410284879059
2035,36,italiani,75.6493263974446
2035,37,italiani,64.42803588771764
2035,38,italiani,53.44674861630843
2035,39,italiani,42.84145460895965
2035,40,italiani,32.06181939863697
2035,41,italiani,22.795548097914406
2035,42,italiani,14.801712502230536
2035,43,italiani,8.970410019076015
2035,44,italiani,5.489612153463479
2035,45,italiani,3.3341484821280565
2035,46,italiani,2.165662602062248
2035,47,italiani,1.3416514542295859
2035,48,italiani,0.8444325802542703
2035,49,italiani,0.5601901179991146
2035,50,italiani,1.019827831276324
2036,14,italiani,0.020308619897638523
2036,15,italiani,0.07530568427722853
2036,16,italiani,0.8592561286378784
2036,17,italiani,1.7369746196540408
2036,18,italiani,3.311062265757646
2036,19,italiani,5.973213248057491
2036,20,italiani,8.333739117242226
2036,21,italiani,10.901651323346169
2036,22,italiani,13.909871085041246
2036,23,italiani,17.595413965765903
2036,24,italiani,21.980290874939083
2036,25,italiani,28.783316743393517
2036,26,italiani,36.89632085773808
2036,27,italiani,46.92980592344036
2036,28,italiani,57.08502782041921
2036,29,italiani,68.81279034468744
2036,30,italiani,79.17608633810393
2036,31,italiani,87.26056362220653
2036,32,italiani,91.29788511154747
2036,33,italiani,91.32770009240272
2036,34,italiani,89.16121487247395
2036,35,italiani,84.59452503266083
2036,36,italiani,75.91893880301703
2036,37,italiani,64.65765587997947
2036,38,italiani,53.63723156111036
2036,39,italiani,42.99414053737968
2036,40,italiani,32.176086962761474
2036,41,italiani,22.876790890834084
2036,42,italiani,14.854465454627647
2036,43,italiani,9.002380347688165
2036,44,italiani,5.509177001015182
2036,45,italiani,3.346031308262944
2036,46,italiani,2.1733809722263473
2036,47,italiani,1.3464330682007952
2036,48,italiani,0.847442117948102
2036,49,italiani,0.5621866222970927
2036,50,italiani,1.023462473486032
2037,14,italiani,0.02038155306487604
2037,15,italiani,0.07557612520787815
2037,16,italiani,0.8623419252722965
2037,17,italiani,1.7432125157327045
2037,18,italiani,3.3229530913863443
2037,19,italiani,5.994664501907419
2037,20,italiani,8.363667590561201
2037,21,italiani,10.940801790642233
2037,22,italiani,13.959824797268416
2037,23,italiani,17.658603354106752
2037,24,italiani,22.05922741707692
2037,25,italiani,28.88668459725445
2037,26,italiani,37.02882447212103
2037,27,italiani,47.0983422100561
2037,28,italiani,57.29003396568017
2037,29,italiani,69.05991372242484
2037,30,italiani,79.46042681890542
2037,31,italiani,87.57393741678125
2037,32,italiani,91.62575790432383
2037,33,italiani,91.65567995798835
2037,34,italiani,89.4814143655055
2037,35,italiani,84.89832443767617
2037,36,italiani,76.19158207903104
2037,37,italiani,64.88985716461865
2037,38,italiani,53.82985583589227
2037,39,italiani,43.14854289745392
2037,40,italiani,32.29163907527981
2037,41,italiani,22.958946981415746
2037,42,italiani,14.90781143375803
2037,43,italiani,9.034710073427432
2037,44,italiani,5.528961788439504
2037,45,italiani,3.358047716183203
2037,46,italiani,2.181186109095183
2037,47,italiani,1.351268435085998
2037,48,italiani,0.8504854876120156
2037,49,italiani,0.5642055704653754
2037,50,italiani,1.0271379748305995
2038,14,italiani,0.020398109250965465
2038,15,italiani,0.07563751662338396
2038,16,italiani,0.8630424162183042
2038,17,italiani,1.744628548687211
2038,18,italiani,3.3256523670289955
2038,19,italiani,5.99953404157014
2038,20,italiani,8.370461500553176
2038,21,italiani,10.949689138423672
2038,22,italiani,13.971164534548675
2038,23,italiani,17.672947654674985
2038,24,italiani,22.077146398665004
2038,25,italiani,28.910149606234697
2038,26,italiani,37.05890344140672
2038,27,italiani,47.13660077237719
2038,28,italiani,57.336571364493025
2038,29,italiani,69.1160119392422
2038,30,italiani,79.52497350035661
2038,31,italiani,87.64507480262426
2038,32,italiani,91.70018663375481
2038,33,italiani,91.73013299347133
2038,34,italiani,89.55410121832112
2038,35,italiani,84.96728839020699
2038,36,italiani,76.25347343771861
2038,37,italiani,64.9425679932348
2038,38,italiani,53.873582489476966
2038,39,italiani,43.183592989241525
2038,40,italiani,32.317869970637055
2038,41,italiani,22.977596816265507
2038,42,italiani,14.919921232235984
2038,43,italiani,9.04204907947685
2038,44,italiani,5.533453032063547
2038,45,italiani,3.3607754996209684
2038,46,italiani,2.1829579133832517
2038,47,italiani,1.3523660870459266
2038,48,italiani,0.8511763474279698
2038,49,italiani,0.5646638815856116
2038,50,italiani,1.027972331633375
2039,14,italiani,0.020511880581174653
2039,15,italiani,0.07605938812010392
2039,16,italiani,0.8678560723524119
2039,17,italiani,1.7543592893290516
2039,18,italiani,3.3442013359042515
2039,19,italiani,6.032996700297318
2039,20,italiani,8.417148108986634
2039,21,italiani,11.01076149975523
2039,22,italiani,14.049089304639404
2039,23,italiani,17.77151927906682
2039,24,italiani,22.200282630660634
2039,25,italiani,29.07139720701869
2039,26,italiani,37.265601066600745
2039,27,italiani,47.39950718715478
2039,28,italiani,57.65636855321843
2039,29,italiani,69.50150946356347
2039,30,italiani,79.968527454729
2039,31,italiani,88.13391897067412
2039,32,italiani,92.21164836216276
2039,33,italiani,92.24176174898645
2039,34,italiani,90.05359306317506
2039,35,italiani,85.44119708956177
2039,36,italiani,76.67878046001871
2039,37,italiani,65.30478795474625
2039,38,italiani,54.17406470905681
2039,39,italiani,43.424451333372886
2039,40,italiani,32.49812427807552
2039,41,italiani,23.105755349129193
2039,42,italiani,15.003137733546145
2039,43,italiani,9.092481496468645
2039,44,italiani,5.5643161039474345
2039,45,italiani,3.3795203692763867
2039,46,italiani,2.1951334548778405
2039,47,italiani,1.359908966964845
2039,48,italiani,0.8559238200538895
2039,49,italiani,0.5678133186309122
2039,50,italiani,1.033705891452535
2040,14,italiani,0.020513188641658908
2040,15,italiani,0.07606423849350887
2040,16,italiani,0.8679114162897837
2040,17,italiani,1.7544711663484438
2040,18,italiani,3.3444145985352214
2040,19,italiani,6.033381429749795
2040,20,italiani,8.417684877850313
2040,21,italiani,11.011463665603085
2040,22,italiani,14.049985227296833
2040,23,italiani,17.772652584324817
2040,24,italiani,22.201698362013666
2040,25,italiani,29.0732511153309
2040,26,italiani,37.26797752642773
2040,27,italiani,47.402529894998615
2040,28,italiani,57.660045350042175
2040,29,italiani,69.50594163533657
2040,30,italiani,79.97362711735299
2040,31,italiani,88.13953934742464
2040,32,italiani,92.21752877926703
2040,33,italiani,92.24764408644762
2040,34,italiani,90.0593358592139
2040,35,italiani,85.44664574909339
2040,36,italiani,76.68367033261248
2040,37,italiani,65.30895249793468
2040,38,italiani,54.17751943633239
2040,39,italiani,43.42722054844387
2040,40,italiani,32.500196711756686
2040,41,italiani,23.107228823265874
2040,42,italiani,15.004094496702571
2040,43,italiani,9.093061331930452
2040,44,italiani,5.564670945230205
2040,45,italiani,3.3797358842328666
2040,46,italiani,2.19527344044955
2040,47,italiani,1.3599956895437342
2040,48,italiani,0.8559784030611428
2040,49,italiani,0.5678495285806334
2040,50,italiani,1.0337718117772754
2041,14,italiani,0.020543821853356726
2041,15,italiani,0.0761778284361116
2041,16,italiani,0.8692075050946303
2041,17,italiani,1.7570911923032253
2041,18,italiani,3.349408954224719
2041,19,italiani,6.042391333271858
2041,20,italiani,8.430255362496716
2041,21,italiani,11.02790754975312
2041,22,italiani,14.070966664134252
2041,23,italiani,17.799193237684857
2041,24,italiani,22.234853096650752
2041,25,italiani,29.116667430157314
2041,26,italiani,37.32363137259761
2041,27,italiani,47.47331809661135
2041,28,italiani,57.74615153307248
2041,29,italiani,69.60973779601963
2041,30,italiani,80.09305511523885
2041,31,italiani,88.27116184721946
2041,32,italiani,92.35524111305838
2041,33,italiani,92.38540139270017
2041,34,italiani,90.19382527229021
2041,35,italiani,85.57424683704834
2041,36,italiani,76.79818529896414
2041,37,italiani,65.40648111733074
2041,38,italiani,54.258425016208236
2041,39,italiani,43.49207225257175
2041,40,italiani,32.54873062930036
2041,41,italiani,23.141735824817818
2041,42,italiani,15.026500745242506
2041,43,italiani,9.106640384784118
2041,44,italiani,5.572980903573189
2041,45,italiani,3.384782986691339
2041,46,italiani,2.1985517350731034
2041,47,italiani,1.3620266285943952
2041,48,italiani,0.8572566717929228
2041,49,italiani,0.5686975222848493
2041,50,italiani,1.035315586921677
2042,14,italiani,0.02061166931034201
2042,15,italiani,0.07642941122216496
2042,16,italiani,0.8720781257237493
2042,17,italiani,1.7628941130031794
2042,18,italiani,3.3604706194577028
2042,19,italiani,6.062346767513779
2042,20,italiani,8.458096890337286
2042,21,italiani,11.064328011751885
2042,22,italiani,14.117437048870878
2042,23,italiani,17.857976360230737
2042,24,italiani,22.308285306578263
2042,25,italiani,29.21282732947515
2042,26,italiani,37.44689536369736
2042,27,italiani,47.63010216193765
2042,28,italiani,57.93686237354667
2042,29,italiani,69.83962898786233
2042,30,italiani,80.3575682204702
2042,31,italiani,88.56268374120882
2042,32,italiani,92.66025097410134
2042,33,italiani,92.69051086024723
2042,34,italiani,90.49169690124907
2042,35,italiani,85.85686197423011
2042,36,italiani,77.05181685840876
2042,37,italiani,65.62249075009738
2042,38,italiani,54.437617387698495
2042,39,italiani,43.63570796565477
2042,40,italiani,32.65622516547091
2042,41,italiani,23.218163080522558
2042,42,italiani,15.076126850366933
2042,43,italiani,9.136715723063306
2042,44,italiani,5.591386075932742
2042,45,italiani,3.3959614772240796
2042,46,italiani,2.205812611133072
2042,47,italiani,1.366524820009605
2042,48,italiani,0.8600878239310198
2042,49,italiani,0.5705756869689221
2042,50,italiani,1.038734791500614
2043,14,italiani,0.020600790151531795
2043,15,italiani,0.0763890705932747
2043,16,italiani,0.8716178293604702
2043,17,italiani,1.761963630142612
2043,18,italiani,3.3586969109338716
2043,19,italiani,6.05914696684488
2043,20,italiani,8.45363257558836
2043,21,italiani,11.058488087786689
2043,22,italiani,14.1099856465931
2043,23,italiani,17.848550643277548
2043,24,italiani,22.296510647525682
2043,25,italiani,29.197408346032926
2043,26,italiani,37.427130311411815
2043,27,italiani,47.60496225513221
2043,28,italiani,57.906282398813076
2043,29,italiani,69.80276654826244
2043,30,italiani,80.31515424937886
2043,31,italiani,88.51593898285991
2043,32,italiani,92.61134345620148
2043,33,italiani,92.64158737071004
2043,34,italiani,90.44393397982957
2043,35,italiani,85.81154539058515
2043,36,italiani,77.01114771416833
2043,37,italiani,65.58785418147973
2043,38,italiani,54.40888436875212
2043,39,italiani,43.61267636207104
2043,40,italiani,32.63898870323352
2043,41,italiani,23.205908173865982
2043,42,italiani,15.0681694367398
2043,43,italiani,9.131893222767072
2043,44,italiani,5.588434855622857
2043,45,italiani,3.394169036074951
2043,46,italiani,2.20464834901821
2043,47,italiani,1.3658035470107446
2043,48,italiani,0.8596338562350321
2043,49,italiani,0.5702745282700161
2043,50,italiani,1.0381865311637979
2044,14,italiani,0.020649412857502308
2044,15,italiani,0.07656936675140733
2044,16,italiani,0.8736750522691021
2044,17,italiani,1.766122278373529
2044,18,italiani,3.366624224941886
2044,19,italiani,6.073447977594174
2044,20,italiani,8.473585135081569
2044,21,italiani,11.084588718433173
2044,22,italiani,14.143288528584325
2044,23,italiani,17.890677417228662
2044,24,italiani,22.349135652363298
2044,25,italiani,29.266321091159092
2044,26,italiani,37.51546713437181
2044,27,italiani,47.71732115328333
2044,28,italiani,58.04295483332713
2044,29,italiani,69.96751748105868
2044,30,italiani,80.50471688757473
2044,31,italiani,88.72485740022204
2044,32,italiani,92.82992799054617
2044,33,italiani,92.86024328780032
2044,34,italiani,90.65740291846592
2044,35,italiani,86.01408080353346
2044,36,italiani,77.19291212049521
2044,37,italiani,65.74265693058038
2044,38,italiani,54.53730212202207
2044,39,italiani,43.71561252732209
2044,40,italiani,32.71602438677861
2044,41,italiani,23.26067957057538
2044,42,italiani,15.103733857650225
2044,43,italiani,9.15344663677977
2044,44,italiani,5.601624875171701
2044,45,italiani,3.4021800726342946
2044,46,italiani,2.209851837217167
2044,47,italiani,1.3690271643473277
2044,48,italiani,0.8616627941508385
2044,49,italiani,0.5716205101720008
2044,50,italiani,1.0406368953525504
2045,14,italiani,0.02065840025669158
2045,15,italiani,0.07660269261250632
2045,16,italiani,0.8740553084299256
2045,17,italiani,1.7668909610495136
2045,18,italiani,3.368089506111798
2045,19,italiani,6.076091370014415
2045,20,italiani,8.477273157239818
2045,21,italiani,11.08941314730914
2045,22,italiani,14.149444218372343
2045,23,italiani,17.89846411125356
2045,24,italiani,22.358862834682192
2045,25,italiani,29.279058892096238
2045,26,italiani,37.53179527315403
2045,27,italiani,47.73808952168232
2045,28,italiani,58.068217304895306
2045,29,italiani,69.99796996967055
2045,30,italiani,80.53975556069736
2045,31,italiani,88.76347378689462
2045,32,italiani,92.87033105795152
2045,33,italiani,92.90065954956039
2045,34,italiani,90.69686042145227
2045,35,italiani,86.0515173585297
2045,36,italiani,77.22650937193268
2045,37,italiani,65.77127060137461
2045,38,italiani,54.56103880200707
2045,39,italiani,43.734639201993076
2045,40,italiani,32.73026362801414
2045,41,italiani,23.2708034910063
2045,42,italiani,15.110307569278929
2045,43,italiani,9.15743056017024
2045,44,italiani,5.6040629124761585
2045,45,italiani,3.403660829043088
2045,46,italiani,2.21081364764477
2045,47,italiani,1.3696230163316847
2045,48,italiani,0.8620378221262593
2045,49,italiani,0.571869300863782
2045,50,italiani,1.0410898195714695
2046,14,italiani,0.02065937602607708
2046,15,italiani,0.07660631082889138
2046,16,italiani,0.8740965931567487
2046,17,italiani,1.766974417565308
2046,18,italiani,3.368248592903943
2046,19,italiani,6.076378365322313
2046,20,italiani,8.477673568864947
2046,21,italiani,11.08993693955432
2046,22,italiani,14.150112546719097
2046,23,italiani,17.899309519083314
2046,24,italiani,22.359918922935762
2046,25,italiani,29.28044184571066
2046,26,italiani,37.53356803272667
2046,27,italiani,47.740344360667855
2046,28,italiani,58.070960072390015
2046,29,italiani,70.00127622162108
2046,30,italiani,80.54355973850471
2046,31,italiani,88.76766640003
2046,32,italiani,92.87471765249619
2046,33,italiani,92.9050475766271
2046,34,italiani,90.70114435528357
2046,35,italiani,86.05558187636123
2046,36,italiani,77.23015705339192
2046,37,italiani,65.77437721134929
2046,38,italiani,54.56361591304387
2046,39,italiani,43.73670494384574
2046,40,italiani,32.73180959424728
2046,41,italiani,23.27190265344581
2046,42,italiani,15.111021282603698
2046,43,italiani,9.15786309803762
2046,44,italiani,5.604327612208784
2046,45,italiani,3.4038215959947555
2046,46,italiani,2.210918072200767
2046,47,italiani,1.369687708475917
2046,48,italiani,0.8620785392246563
2046,49,italiani,0.5718963122755736
2046,50,italiani,1.041138993929642
2047,14,italiani,0.020723685273173104
2047,15,italiani,0.07684477370240661
2047,16,italiani,0.8768175124005901
2047,17,italiani,1.7724747189436325
2047,18,italiani,3.3787333980001124
2047,19,italiani,6.095293133960591
2047,20,italiani,8.50406317538798
2047,21,italiani,11.124458093243808
2047,22,italiani,14.194159524858943
2047,23,italiani,17.955027132105993
2047,24,italiani,22.42952168098843
2047,25,italiani,29.371587055873817
2047,26,italiani,37.65040387026432
2047,27,italiani,47.888952217849216
2047,28,italiani,58.251725440893146
2047,29,italiani,70.21917870637623
2047,30,italiani,80.79427862172165
2047,31,italiani,89.04398557760105
2047,32,italiani,93.16382140659547
2047,33,italiani,93.19424574280268
2047,34,italiani,90.98348213242038
2047,35,italiani,86.32345877989856
2047,36,italiani,77.47056185782272
2047,37,italiani,65.97912205317473
2047,38,italiani,54.73346349477989
2047,39,italiani,43.872850128572
2047,40,italiani,32.83369834579715
2047,41,italiani,23.344344267183125
2047,42,italiani,15.158059411940691
2047,43,italiani,9.18637002293699
2047,44,italiani,5.621772964322306
2047,45,italiani,3.414417134011553
2047,46,italiani,2.217800297319026
2047,47,italiani,1.3739513215287789
2047,48,italiani,0.8647620482389266
2047,49,italiani,0.573676531640041
2047,50,italiani,1.044379888753252
2048,14,italiani,0.020649972384893023
2048,15,italiani,0.07657144151538646
2048,16,italiani,0.8736987258294935
2048,17,italiani,1.766170134155043
2048,18,italiani,3.3667154487689794
2048,19,italiani,6.073612546946484
2048,20,italiani,8.473814739817227
2048,21,italiani,11.084889072300161
2048,22,italiani,14.143671762595924
2048,23,italiani,17.891162192467668
2048,24,italiani,22.34974123634007
2048,25,italiani,29.2671141068438
2048,26,italiani,37.51648367327207
2048,27,italiani,47.7186141270052
2048,28,italiani,58.044527595869646
2048,29,italiani,69.96941335784516
2048,30,italiani,80.50689828587846
2048,31,italiani,88.72726153579215
2048,32,italiani,92.83244335927589
2048,33,italiani,92.86275947796933
2048,34,italiani,90.6598594193095
2048,35,italiani,86.01641148647
2048,36,italiani,77.1950037803888
