"","sex","age","year","qx"
"2948","Femmine","2 anni",2021,0.11617
"2949","Femmine","2 anni",2022,0.10893
"2950","Femmine","2 anni",2023,0.12425
"2951","Femmine","2 anni",2024,0.13442
"2952","Femmine","2 anni",2025,0.14245
"2953","Femmine","3 anni",2002,0.14986
"2954","Femmine","3 anni",2003,0.14563
"2955","Femmine","3 anni",2004,0.13844
"2956","Femmine","3 anni",2005,0.13234
"2957","Femmine","3 anni",2006,0.13187
"2958","Femmine","3 anni",2007,0.12114
"2959","Femmine","3 anni",2008,0.12086
"2960","Femmine","3 anni",2009,0.11575
"2961","Femmine","3 anni",2010,0.12083
"2962","Femmine","3 anni",2011,0.11499
"2963","Femmine","3 anni",2012,0.11706
"2964","Femmine","3 anni",2013,0.10909
"2965","Femmine","3 anni",2014,0.10981
"2966","Femmine","3 anni",2015,0.11159
"2967","Femmine","3 anni",2016,0.11094
"2968","Femmine","3 anni",2017,0.10272
"2969","Femmine","3 anni",2018,0.10001
"2970","Femmine","3 anni",2019,0.09998
"2971","Femmine","3 anni",2020,0.095
"2972","Femmine","3 anni",2021,0.08868
"2973","Femmine","3 anni",2022,0.08112
"2974","Femmine","3 anni",2023,0.08727
"2975","Femmine","3 anni",2024,0.09621
"2976","Femmine","3 anni",2025,0.10057
"2977","Femmine","4 anni",2002,0.12279
"2978","Femmine","4 anni",2003,0.11931
"2979","Femmine","4 anni",2004,0.10883
"2980","Femmine","4 anni",2005,0.10927
"2981","Femmine","4 anni",2006,0.11278
"2982","Femmine","4 anni",2007,0.10328
"2983","Femmine","4 anni",2008,0.10236
"2984","Femmine","4 anni",2009,0.09182
"2985","Femmine","4 anni",2010,0.0948
"2986","Femmine","4 anni",2011,0.09435
"2987","Femmine","4 anni",2012,0.09538
"2988","Femmine","4 anni",2013,0.08573
"2989","Femmine","4 anni",2014,0.08568
"2990","Femmine","4 anni",2015,0.08804
"2991","Femmine","4 anni",2016,0.08456
"2992","Femmine","4 anni",2017,0.0794
"2993","Femmine","4 anni",2018,0.08412
"2994","Femmine","4 anni",2019,0.08307
"2995","Femmine","4 anni",2020,0.07879
"2996","Femmine","4 anni",2021,0.07106
"2997","Femmine","4 anni",2022,0.06491
"2998","Femmine","4 anni",2023,0.06887
"2999","Femmine","4 anni",2024,0.07799
"3000","Femmine","4 anni",2025,0.07993
"3001","Femmine","5 anni",2002,0.11028
"3002","Femmine","5 anni",2003,0.10902
"3003","Femmine","5 anni",2004,0.09616
"3004","Femmine","5 anni",2005,0.0973
"3005","Femmine","5 anni",2006,0.1016
"3006","Femmine","5 anni",2007,0.09526
"3007","Femmine","5 anni",2008,0.09321
"3008","Femmine","5 anni",2009,0.08371
"3009","Femmine","5 anni",2010,0.08063
"3010","Femmine","5 anni",2011,0.08386
"3011","Femmine","5 anni",2012,0.08219
"3012","Femmine","5 anni",2013,0.07844
"3013","Femmine","5 anni",2014,0.06912
"3014","Femmine","5 anni",2015,0.07117
"3015","Femmine","5 anni",2016,0.07549
"3016","Femmine","5 anni",2017,0.07409
"3017","Femmine","5 anni",2018,0.07794
"3018","Femmine","5 anni",2019,0.07529
"3019","Femmine","5 anni",2020,0.06974
"3020","Femmine","5 anni",2021,0.06318
"3021","Femmine","5 anni",2022,0.05894
"3022","Femmine","5 anni",2023,0.06644
"3023","Femmine","5 anni",2024,0.07728
"3024","Femmine","5 anni",2025,0.07902
"3025","Femmine","6 anni",2002,0.10254
"3026","Femmine","6 anni",2003,0.10094
"3027","Femmine","6 anni",2004,0.08959
"3028","Femmine","6 anni",2005,0.08933
"3029","Femmine","6 anni",2006,0.08724
"3030","Femmine","6 anni",2007,0.0882
"3031","Femmine","6 anni",2008,0.0855
"3032","Femmine","6 anni",2009,0.08361
"3033","Femmine","6 anni",2010,0.07155
"3034","Femmine","6 anni",2011,0.07747
"3035","Femmine","6 anni",2012,0.08256
"3036","Femmine","6 anni",2013,0.07737
"3037","Femmine","6 anni",2014,0.0618
"3038","Femmine","6 anni",2015,0.07013
"3039","Femmine","6 anni",2016,0.0725
"3040","Femmine","6 anni",2017,0.07171
"3041","Femmine","6 anni",2018,0.07371
"3042","Femmine","6 anni",2019,0.0671
"3043","Femmine","6 anni",2020,0.06199
"3044","Femmine","6 anni",2021,0.0597
"3045","Femmine","6 anni",2022,0.06031
"3046","Femmine","6 anni",2023,0.07022
"3047","Femmine","6 anni",2024,0.0795
"3048","Femmine","6 anni",2025,0.08098
"3049","Femmine","7 anni",2002,0.09317
"3050","Femmine","7 anni",2003,0.0915
"3051","Femmine","7 anni",2004,0.0949
"3052","Femmine","7 anni",2005,0.09002
"3053","Femmine","7 anni",2006,0.08784
"3054","Femmine","7 anni",2007,0.07937
"3055","Femmine","7 anni",2008,0.07713
"3056","Femmine","7 anni",2009,0.08842
"3057","Femmine","7 anni",2010,0.07255
"3058","Femmine","7 anni",2011,0.07724
"3059","Femmine","7 anni",2012,0.07163
"3060","Femmine","7 anni",2013,0.06742
"3061","Femmine","7 anni",2014,0.07012
"3062","Femmine","7 anni",2015,0.06585
"3063","Femmine","7 anni",2016,0.06991
"3064","Femmine","7 anni",2017,0.07039
"3065","Femmine","7 anni",2018,0.06861
"3066","Femmine","7 anni",2019,0.06194
"3067","Femmine","7 anni",2020,0.05806
"3068","Femmine","7 anni",2021,0.05803
"3069","Femmine","7 anni",2022,0.06314
"3070","Femmine","7 anni",2023,0.0674
"3071","Femmine","7 anni",2024,0.0771
"3072","Femmine","7 anni",2025,0.07748
"3073","Femmine","8 anni",2002,0.08515
"3074","Femmine","8 anni",2003,0.08078
"3075","Femmine","8 anni",2004,0.07792
"3076","Femmine","8 anni",2005,0.08684
"3077","Femmine","8 anni",2006,0.07362
"3078","Femmine","8 anni",2007,0.08196
"3079","Femmine","8 anni",2008,0.07383
"3080","Femmine","8 anni",2009,0.08125
"3081","Femmine","8 anni",2010,0.07417
"3082","Femmine","8 anni",2011,0.07865
"3083","Femmine","8 anni",2012,0.07128
"3084","Femmine","8 anni",2013,0.06718
"3085","Femmine","8 anni",2014,0.06859
"3086","Femmine","8 anni",2015,0.06128
"3087","Femmine","8 anni",2016,0.0668
"3088","Femmine","8 anni",2017,0.06812
"3089","Femmine","8 anni",2018,0.0638
"3090","Femmine","8 anni",2019,0.06091
"3091","Femmine","8 anni",2020,0.0552
"3092","Femmine","8 anni",2021,0.06169
"3093","Femmine","8 anni",2022,0.06209
"3094","Femmine","8 anni",2023,0.06583
"3095","Femmine","8 anni",2024,0.07369
"3096","Femmine","8 anni",2025,0.07158
"3097","Femmine","9 anni",2002,0.08164
"3098","Femmine","9 anni",2003,0.07247
"3099","Femmine","9 anni",2004,0.07522
"3100","Femmine","9 anni",2005,0.0802
"3101","Femmine","9 anni",2006,0.07459
"3102","Femmine","9 anni",2007,0.07938
"3103","Femmine","9 anni",2008,0.07245
"3104","Femmine","9 anni",2009,0.08155
"3105","Femmine","9 anni",2010,0.07602
"3106","Femmine","9 anni",2011,0.07608
"3107","Femmine","9 anni",2012,0.07333
"3108","Femmine","9 anni",2013,0.06513
"3109","Femmine","9 anni",2014,0.06741
"3110","Femmine","9 anni",2015,0.05787
"3111","Femmine","9 anni",2016,0.06065
"3112","Femmine","9 anni",2017,0.06518
"3113","Femmine","9 anni",2018,0.06679
"3114","Femmine","9 anni",2019,0.07081
"3115","Femmine","9 anni",2020,0.05755
"3116","Femmine","9 anni",2021,0.06587
"3117","Femmine","9 anni",2022,0.06438
"3118","Femmine","9 anni",2023,0.0672
"3119","Femmine","9 anni",2024,0.07133
"3120","Femmine","9 anni",2025,0.06977
"3121","Femmine","10 anni",2002,0.09484
"3122","Femmine","10 anni",2003,0.07954
"3123","Femmine","10 anni",2004,0.0791
"3124","Femmine","10 anni",2005,0.07556
"3125","Femmine","10 anni",2006,0.07675
"3126","Femmine","10 anni",2007,0.07781
"3127","Femmine","10 anni",2008,0.07412
"3128","Femmine","10 anni",2009,0.0792
"3129","Femmine","10 anni",2010,0.07185
"3130","Femmine","10 anni",2011,0.07301
"3131","Femmine","10 anni",2012,0.06994
"3132","Femmine","10 anni",2013,0.06229
"3133","Femmine","10 anni",2014,0.06663
"3134","Femmine","10 anni",2015,0.05754
"3135","Femmine","10 anni",2016,0.0593
"3136","Femmine","10 anni",2017,0.06367
"3137","Femmine","10 anni",2018,0.07018
"3138","Femmine","10 anni",2019,0.07141
"3139","Femmine","10 anni",2020,0.0645
"3140","Femmine","10 anni",2021,0.07237
"3141","Femmine","10 anni",2022,0.06516
"3142","Femmine","10 anni",2023,0.07039
"3143","Femmine","10 anni",2024,0.0715
"3144","Femmine","10 anni",2025,0.06892
"3145","Femmine","11 anni",2002,0.10184
"3146","Femmine","11 anni",2003,0.08955
"3147","Femmine","11 anni",2004,0.087
"3148","Femmine","11 anni",2005,0.08221
"3149","Femmine","11 anni",2006,0.08014
"3150","Femmine","11 anni",2007,0.07807
"3151","Femmine","11 anni",2008,0.0765
"3152","Femmine","11 anni",2009,0.07621
"3153","Femmine","11 anni",2010,0.07545
"3154","Femmine","11 anni",2011,0.0729
"3155","Femmine","11 anni",2012,0.07154
"3156","Femmine","11 anni",2013,0.06358
"3157","Femmine","11 anni",2014,0.07371
"3158","Femmine","11 anni",2015,0.0612
"3159","Femmine","11 anni",2016,0.06282
"3160","Femmine","11 anni",2017,0.06306
"3161","Femmine","11 anni",2018,0.07203
"3162","Femmine","11 anni",2019,0.06952
"3163","Femmine","11 anni",2020,0.06652
"3164","Femmine","11 anni",2021,0.07314
"3165","Femmine","11 anni",2022,0.06524
"3166","Femmine","11 anni",2023,0.07576
"3167","Femmine","11 anni",2024,0.07218
"3168","Femmine","11 anni",2025,0.07425
"3169","Femmine","12 anni",2002,0.11124
"3170","Femmine","12 anni",2003,0.09905
"3171","Femmine","12 anni",2004,0.09441
"3172","Femmine","12 anni",2005,0.09086
"3173","Femmine","12 anni",2006,0.08786
"3174","Femmine","12 anni",2007,0.08358
"3175","Femmine","12 anni",2008,0.08464
"3176","Femmine","12 anni",2009,0.08016
"3177","Femmine","12 anni",2010,0.07676
"3178","Femmine","12 anni",2011,0.07413
"3179","Femmine","12 anni",2012,0.07608
"3180","Femmine","12 anni",2013,0.07363
"3181","Femmine","12 anni",2014,0.08164
"3182","Femmine","12 anni",2015,0.07039
"3183","Femmine","12 anni",2016,0.07016
"3184","Femmine","12 anni",2017,0.06727
"3185","Femmine","12 anni",2018,0.08028
"3186","Femmine","12 anni",2019,0.07471
"3187","Femmine","12 anni",2020,0.06829
"3188","Femmine","12 anni",2021,0.07189
"3189","Femmine","12 anni",2022,0.06829
"3190","Femmine","12 anni",2023,0.08173
"3191","Femmine","12 anni",2024,0.07744
"3192","Femmine","12 anni",2025,0.08713
"3193","Femmine","13 anni",2002,0.12918
"3194","Femmine","13 anni",2003,0.11084
"3195","Femmine","13 anni",2004,0.10831
"3196","Femmine","13 anni",2005,0.09945
"3197","Femmine","13 anni",2006,0.1013
"3198","Femmine","13 anni",2007,0.09936
"3199","Femmine","13 anni",2008,0.10029
"3200","Femmine","13 anni",2009,0.09201
"3201","Femmine","13 anni",2010,0.08809
"3202","Femmine","13 anni",2011,0.08441
"3203","Femmine","13 anni",2012,0.08696
"3204","Femmine","13 anni",2013,0.08353
"3205","Femmine","13 anni",2014,0.08544
"3206","Femmine","13 anni",2015,0.07573
"3207","Femmine","13 anni",2016,0.08287
"3208","Femmine","13 anni",2017,0.07728
"3209","Femmine","13 anni",2018,0.08843
"3210","Femmine","13 anni",2019,0.07903
"3211","Femmine","13 anni",2020,0.07709
"3212","Femmine","13 anni",2021,0.07545
"3213","Femmine","13 anni",2022,0.07811
"3214","Femmine","13 anni",2023,0.09162
"3215","Femmine","13 anni",2024,0.09356
"3216","Femmine","13 anni",2025,0.10035
"3217","Femmine","14 anni",2002,0.13827
"3218","Femmine","14 anni",2003,0.12492
"3219","Femmine","14 anni",2004,0.11739
"3220","Femmine","14 anni",2005,0.12198
"3221","Femmine","14 anni",2006,0.1213
"3222","Femmine","14 anni",2007,0.12874
"3223","Femmine","14 anni",2008,0.1292
"3224","Femmine","14 anni",2009,0.11905
"3225","Femmine","14 anni",2010,0.10436
"3226","Femmine","14 anni",2011,0.10265
"3227","Femmine","14 anni",2012,0.10282
"3228","Femmine","14 anni",2013,0.10036
"3229","Femmine","14 anni",2014,0.09379
"3230","Femmine","14 anni",2015,0.08442
"3231","Femmine","14 anni",2016,0.09246
"3232","Femmine","14 anni",2017,0.08896
"3233","Femmine","14 anni",2018,0.10168
"3234","Femmine","14 anni",2019,0.08902
"3235","Femmine","14 anni",2020,0.08243
"3236","Femmine","14 anni",2021,0.08453
"3237","Femmine","14 anni",2022,0.08782
"3238","Femmine","14 anni",2023,0.10612
"3239","Femmine","14 anni",2024,0.0973
"3240","Femmine","14 anni",2025,0.10912
"3241","Femmine","15 anni",2002,0.15127
"3242","Femmine","15 anni",2003,0.14281
"3243","Femmine","15 anni",2004,0.14285
"3244","Femmine","15 anni",2005,0.14399
"3245","Femmine","15 anni",2006,0.14287
"3246","Femmine","15 anni",2007,0.14734
"3247","Femmine","15 anni",2008,0.15416
"3248","Femmine","15 anni",2009,0.14117
"3249","Femmine","15 anni",2010,0.1231
"3250","Femmine","15 anni",2011,0.11871
"3251","Femmine","15 anni",2012,0.11364
"3252","Femmine","15 anni",2013,0.11195
"3253","Femmine","15 anni",2014,0.1007
"3254","Femmine","15 anni",2015,0.09713
"3255","Femmine","15 anni",2016,0.09926
"3256","Femmine","15 anni",2017,0.10328
"3257","Femmine","15 anni",2018,0.10981
"3258","Femmine","15 anni",2019,0.09539
"3259","Femmine","15 anni",2020,0.08986
"3260","Femmine","15 anni",2021,0.09548
"3261","Femmine","15 anni",2022,0.09647
"3262","Femmine","15 anni",2023,0.10386
"3263","Femmine","15 anni",2024,0.10528
"3264","Femmine","15 anni",2025,0.11326
"3265","Femmine","16 anni",2002,0.19379
"3266","Femmine","16 anni",2003,0.17676
"3267","Femmine","16 anni",2004,0.17474
"3268","Femmine","16 anni",2005,0.16529
"3269","Femmine","16 anni",2006,0.16484
"3270","Femmine","16 anni",2007,0.16219
"3271","Femmine","16 anni",2008,0.17584
"3272","Femmine","16 anni",2009,0.16279
"3273","Femmine","16 anni",2010,0.14202
"3274","Femmine","16 anni",2011,0.13713
"3275","Femmine","16 anni",2012,0.132
"3276","Femmine","16 anni",2013,0.12444
"3277","Femmine","16 anni",2014,0.11978
"3278","Femmine","16 anni",2015,0.11116
"3279","Femmine","16 anni",2016,0.11155
"3280","Femmine","16 anni",2017,0.11651
"3281","Femmine","16 anni",2018,0.11867
"3282","Femmine","16 anni",2019,0.1063
"3283","Femmine","16 anni",2020,0.11175
"3284","Femmine","16 anni",2021,0.11344
"3285","Femmine","16 anni",2022,0.12081
"3286","Femmine","16 anni",2023,0.12324
"3287","Femmine","16 anni",2024,0.1183
"3288","Femmine","16 anni",2025,0.11463
"3289","Femmine","17 anni",2002,0.21616
"3290","Femmine","17 anni",2003,0.19378
"3291","Femmine","17 anni",2004,0.20108
"3292","Femmine","17 anni",2005,0.17653
"3293","Femmine","17 anni",2006,0.18386
"3294","Femmine","17 anni",2007,0.17952
"3295","Femmine","17 anni",2008,0.19084
"3296","Femmine","17 anni",2009,0.17881
"3297","Femmine","17 anni",2010,0.16744
"3298","Femmine","17 anni",2011,0.15549
"3299","Femmine","17 anni",2012,0.14497
"3300","Femmine","17 anni",2013,0.13433
"3301","Femmine","17 anni",2014,0.13576
"3302","Femmine","17 anni",2015,0.12675
"3303","Femmine","17 anni",2016,0.12419
"3304","Femmine","17 anni",2017,0.12171
"3305","Femmine","17 anni",2018,0.12356
"3306","Femmine","17 anni",2019,0.11749
"3307","Femmine","17 anni",2020,0.11842
"3308","Femmine","17 anni",2021,0.12556
"3309","Femmine","17 anni",2022,0.12608
"3310","Femmine","17 anni",2023,0.14328
"3311","Femmine","17 anni",2024,0.12852
"3312","Femmine","17 anni",2025,0.11983
"3313","Femmine","18 anni",2002,0.2347
"3314","Femmine","18 anni",2003,0.20989
"3315","Femmine","18 anni",2004,0.21785
"3316","Femmine","18 anni",2005,0.18543
"3317","Femmine","18 anni",2006,0.19768
"3318","Femmine","18 anni",2007,0.19055
"3319","Femmine","18 anni",2008,0.1973
"3320","Femmine","18 anni",2009,0.19266
"3321","Femmine","18 anni",2010,0.18412
"3322","Femmine","18 anni",2011,0.17155
"3323","Femmine","18 anni",2012,0.15572
"3324","Femmine","18 anni",2013,0.14641
"3325","Femmine","18 anni",2014,0.14261
"3326","Femmine","18 anni",2015,0.14136
"3327","Femmine","18 anni",2016,0.1338
"3328","Femmine","18 anni",2017,0.12702
"3329","Femmine","18 anni",2018,0.12993
"3330","Femmine","18 anni",2019,0.12548
"3331","Femmine","18 anni",2020,0.12491
"3332","Femmine","18 anni",2021,0.13465
"3333","Femmine","18 anni",2022,0.13729
"3334","Femmine","18 anni",2023,0.14463
"3335","Femmine","18 anni",2024,0.13369
"3336","Femmine","18 anni",2025,0.13451
"3337","Femmine","19 anni",2002,0.24857
"3338","Femmine","19 anni",2003,0.22052
"3339","Femmine","19 anni",2004,0.2252
"3340","Femmine","19 anni",2005,0.19578
"3341","Femmine","19 anni",2006,0.20414
"3342","Femmine","19 anni",2007,0.20013
"3343","Femmine","19 anni",2008,0.19247
"3344","Femmine","19 anni",2009,0.19234
"3345","Femmine","19 anni",2010,0.18891
"3346","Femmine","19 anni",2011,0.18223
"3347","Femmine","19 anni",2012,0.16267
"3348","Femmine","19 anni",2013,0.15503
"3349","Femmine","19 anni",2014,0.15268
"3350","Femmine","19 anni",2015,0.14833
"3351","Femmine","19 anni",2016,0.1436
"3352","Femmine","19 anni",2017,0.14095
"3353","Femmine","19 anni",2018,0.14219
"3354","Femmine","19 anni",2019,0.13491
"3355","Femmine","19 anni",2020,0.13726
"3356","Femmine","19 anni",2021,0.14211
"3357","Femmine","19 anni",2022,0.14004
"3358","Femmine","19 anni",2023,0.14875
"3359","Femmine","19 anni",2024,0.14004
"3360","Femmine","19 anni",2025,0.14386
"3361","Femmine","20 anni",2002,0.24852
"3362","Femmine","20 anni",2003,0.21945
"3363","Femmine","20 anni",2004,0.22084
"3364","Femmine","20 anni",2005,0.20589
"3365","Femmine","20 anni",2006,0.20883
"3366","Femmine","20 anni",2007,0.20714
"3367","Femmine","20 anni",2008,0.19525
"3368","Femmine","20 anni",2009,0.201
"3369","Femmine","20 anni",2010,0.1939
"3370","Femmine","20 anni",2011,0.19174
"3371","Femmine","20 anni",2012,0.16904
"3372","Femmine","20 anni",2013,0.16114
"3373","Femmine","20 anni",2014,0.15122
"3374","Femmine","20 anni",2015,0.15649
"3375","Femmine","20 anni",2016,0.15761
"3376","Femmine","20 anni",2017,0.15793
"3377","Femmine","20 anni",2018,0.15714
"3378","Femmine","20 anni",2019,0.14287
"3379","Femmine","20 anni",2020,0.13621
"3380","Femmine","20 anni",2021,0.1399
"3381","Femmine","20 anni",2022,0.13861
"3382","Femmine","20 anni",2023,0.15508
"3383","Femmine","20 anni",2024,0.14515
"3384","Femmine","20 anni",2025,0.14864
"3385","Femmine","21 anni",2002,0.24035
"3386","Femmine","21 anni",2003,0.21216
"3387","Femmine","21 anni",2004,0.20725
"3388","Femmine","21 anni",2005,0.20581
"3389","Femmine","21 anni",2006,0.20659
"3390","Femmine","21 anni",2007,0.20368
"3391","Femmine","21 anni",2008,0.18955
"3392","Femmine","21 anni",2009,0.19737
"3393","Femmine","21 anni",2010,0.18704
"3394","Femmine","21 anni",2011,0.18858
"3395","Femmine","21 anni",2012,0.16761
"3396","Femmine","21 anni",2013,0.16515
"3397","Femmine","21 anni",2014,0.15396
"3398","Femmine","21 anni",2015,0.15881
"3399","Femmine","21 anni",2016,0.16413
"3400","Femmine","21 anni",2017,0.16729
"3401","Femmine","21 anni",2018,0.16004
"3402","Femmine","21 anni",2019,0.14026
"3403","Femmine","21 anni",2020,0.13099
"3404","Femmine","21 anni",2021,0.13094
"3405","Femmine","21 anni",2022,0.13324
"3406","Femmine","21 anni",2023,0.1428
"3407","Femmine","21 anni",2024,0.14754
"3408","Femmine","21 anni",2025,0.14544
"3409","Femmine","22 anni",2002,0.25485
"3410","Femmine","22 anni",2003,0.22505
"3411","Femmine","22 anni",2004,0.20648
"3412","Femmine","22 anni",2005,0.21041
"3413","Femmine","22 anni",2006,0.21001
"3414","Femmine","22 anni",2007,0.20529
"3415","Femmine","22 anni",2008,0.1922
"3416","Femmine","22 anni",2009,0.19564
"3417","Femmine","22 anni",2010,0.19034
"3418","Femmine","22 anni",2011,0.19061
"3419","Femmine","22 anni",2012,0.16767
"3420","Femmine","22 anni",2013,0.17521
"3421","Femmine","22 anni",2014,0.16041
"3422","Femmine","22 anni",2015,0.16279
"3423","Femmine","22 anni",2016,0.16894
"3424","Femmine","22 anni",2017,0.17825
"3425","Femmine","22 anni",2018,0.16895
"3426","Femmine","22 anni",2019,0.1476
"3427","Femmine","22 anni",2020,0.13157
"3428","Femmine","22 anni",2021,0.13263
"3429","Femmine","22 anni",2022,0.13723
"3430","Femmine","22 anni",2023,0.14976
"3431","Femmine","22 anni",2024,0.15034
"3432","Femmine","22 anni",2025,0.14086
"3433","Femmine","23 anni",2002,0.25549
"3434","Femmine","23 anni",2003,0.22775
"3435","Femmine","23 anni",2004,0.20424
"3436","Femmine","23 anni",2005,0.2067
"3437","Femmine","23 anni",2006,0.21618
"3438","Femmine","23 anni",2007,0.21169
"3439","Femmine","23 anni",2008,0.19599
"3440","Femmine","23 anni",2009,0.1963
"3441","Femmine","23 anni",2010,0.1876
"3442","Femmine","23 anni",2011,0.1878
"3443","Femmine","23 anni",2012,0.16992
"3444","Femmine","23 anni",2013,0.1755
"3445","Femmine","23 anni",2014,0.1676
"3446","Femmine","23 anni",2015,0.166
"3447","Femmine","23 anni",2016,0.16753
"3448","Femmine","23 anni",2017,0.174
"3449","Femmine","23 anni",2018,0.17055
"3450","Femmine","23 anni",2019,0.15608
"3451","Femmine","23 anni",2020,0.14267
"3452","Femmine","23 anni",2021,0.13748
"3453","Femmine","23 anni",2022,0.14435
"3454","Femmine","23 anni",2023,0.15511
"3455","Femmine","23 anni",2024,0.15124
"3456","Femmine","23 anni",2025,0.14277
"3457","Femmine","24 anni",2002,0.2602
"3458","Femmine","24 anni",2003,0.24157
"3459","Femmine","24 anni",2004,0.21032
"3460","Femmine","24 anni",2005,0.20628
"3461","Femmine","24 anni",2006,0.20966
"3462","Femmine","24 anni",2007,0.20636
"3463","Femmine","24 anni",2008,0.19426
"3464","Femmine","24 anni",2009,0.19792
"3465","Femmine","24 anni",2010,0.18774
"3466","Femmine","24 anni",2011,0.18667
"3467","Femmine","24 anni",2012,0.16885
"3468","Femmine","24 anni",2013,0.17889
"3469","Femmine","24 anni",2014,0.17485
"3470","Femmine","24 anni",2015,0.18301
"3471","Femmine","24 anni",2016,0.17992
"3472","Femmine","24 anni",2017,0.17897
"3473","Femmine","24 anni",2018,0.17259
"3474","Femmine","24 anni",2019,0.16283
"3475","Femmine","24 anni",2020,0.15053
"3476","Femmine","24 anni",2021,0.15526
"3477","Femmine","24 anni",2022,0.14974
"3478","Femmine","24 anni",2023,0.15906
"3479","Femmine","24 anni",2024,0.15029
"3480","Femmine","24 anni",2025,0.15163
"3481","Femmine","25 anni",2002,0.25946
"3482","Femmine","25 anni",2003,0.24554
"3483","Femmine","25 anni",2004,0.22561
"3484","Femmine","25 anni",2005,0.2215
"3485","Femmine","25 anni",2006,0.2246
"3486","Femmine","25 anni",2007,0.20432
"3487","Femmine","25 anni",2008,0.18505
"3488","Femmine","25 anni",2009,0.19594
"3489","Femmine","25 anni",2010,0.19155
"3490","Femmine","25 anni",2011,0.19455
"3491","Femmine","25 anni",2012,0.17456
"3492","Femmine","25 anni",2013,0.18374
"3493","Femmine","25 anni",2014,0.17979
"3494","Femmine","25 anni",2015,0.18822
"3495","Femmine","25 anni",2016,0.1881
"3496","Femmine","25 anni",2017,0.19044
"3497","Femmine","25 anni",2018,0.18363
"3498","Femmine","25 anni",2019,0.17802
"3499","Femmine","25 anni",2020,0.16753
"3500","Femmine","25 anni",2021,0.1643
"3501","Femmine","25 anni",2022,0.15791
"3502","Femmine","25 anni",2023,0.16799
"3503","Femmine","25 anni",2024,0.15759
"3504","Femmine","25 anni",2025,0.16154
"3505","Femmine","26 anni",2002,0.2642
"3506","Femmine","26 anni",2003,0.25125
"3507","Femmine","26 anni",2004,0.24086
"3508","Femmine","26 anni",2005,0.23738
"3509","Femmine","26 anni",2006,0.22549
"3510","Femmine","26 anni",2007,0.21171
"3511","Femmine","26 anni",2008,0.19474
"3512","Femmine","26 anni",2009,0.20199
"3513","Femmine","26 anni",2010,0.19332
"3514","Femmine","26 anni",2011,0.19091
"3515","Femmine","26 anni",2012,0.17621
"3516","Femmine","26 anni",2013,0.18341
"3517","Femmine","26 anni",2014,0.18299
"3518","Femmine","26 anni",2015,0.19213
"3519","Femmine","26 anni",2016,0.19534
"3520","Femmine","26 anni",2017,0.1941
"3521","Femmine","26 anni",2018,0.18944
"3522","Femmine","26 anni",2019,0.18256
"3523","Femmine","26 anni",2020,0.17937
"3524","Femmine","26 anni",2021,0.17771
"3525","Femmine","26 anni",2022,0.16647
"3526","Femmine","26 anni",2023,0.17185
"3527","Femmine","26 anni",2024,0.16958
"3528","Femmine","26 anni",2025,0.17125
"3529","Femmine","27 anni",2002,0.27854
"3530","Femmine","27 anni",2003,0.25276
"3531","Femmine","27 anni",2004,0.25245
"3532","Femmine","27 anni",2005,0.24998
"3533","Femmine","27 anni",2006,0.25245
"3534","Femmine","27 anni",2007,0.22576
"3535","Femmine","27 anni",2008,0.2043
"3536","Femmine","27 anni",2009,0.20915
"3537","Femmine","27 anni",2010,0.20573
"3538","Femmine","27 anni",2011,0.18832
"3539","Femmine","27 anni",2012,0.17725
"3540","Femmine","27 anni",2013,0.18574
"3541","Femmine","27 anni",2014,0.19145
"3542","Femmine","27 anni",2015,0.19459
"3543","Femmine","27 anni",2016,0.2014
"3544","Femmine","27 anni",2017,0.19066
"3545","Femmine","27 anni",2018,0.18815
"3546","Femmine","27 anni",2019,0.18043
"3547","Femmine","27 anni",2020,0.18118
"3548","Femmine","27 anni",2021,0.18434
"3549","Femmine","27 anni",2022,0.17325
"3550","Femmine","27 anni",2023,0.17665
"3551","Femmine","27 anni",2024,0.17728
"3552","Femmine","27 anni",2025,0.17709
"3553","Femmine","28 anni",2002,0.29039
"3554","Femmine","28 anni",2003,0.26119
"3555","Femmine","28 anni",2004,0.25525
"3556","Femmine","28 anni",2005,0.26072
"3557","Femmine","28 anni",2006,0.2588
"3558","Femmine","28 anni",2007,0.24583
"3559","Femmine","28 anni",2008,0.22387
"3560","Femmine","28 anni",2009,0.22437
"3561","Femmine","28 anni",2010,0.21893
"3562","Femmine","28 anni",2011,0.2021
"3563","Femmine","28 anni",2012,0.19348
"3564","Femmine","28 anni",2013,0.20435
"3565","Femmine","28 anni",2014,0.20531
"3566","Femmine","28 anni",2015,0.20016
"3567","Femmine","28 anni",2016,0.20231
"3568","Femmine","28 anni",2017,0.19487
"3569","Femmine","28 anni",2018,0.19236
"3570","Femmine","28 anni",2019,0.18585
"3571","Femmine","28 anni",2020,0.18345
"3572","Femmine","28 anni",2021,0.20157
"3573","Femmine","28 anni",2022,0.18356
"3574","Femmine","28 anni",2023,0.19144
"3575","Femmine","28 anni",2024,0.19484
"3576","Femmine","28 anni",2025,0.18709
"3577","Femmine","29 anni",2002,0.3012
"3578","Femmine","29 anni",2003,0.27013
"3579","Femmine","29 anni",2004,0.25944
"3580","Femmine","29 anni",2005,0.26417
"3581","Femmine","29 anni",2006,0.27227
"3582","Femmine","29 anni",2007,0.25787
"3583","Femmine","29 anni",2008,0.2457
