"","sex","age","year","qx"
"1","Maschi","0 anni",2002,4.65308
"2","Maschi","0 anni",2003,4.36719
"3","Maschi","0 anni",2004,3.98859
"4","Maschi","0 anni",2005,3.75626
"5","Maschi","0 anni",2006,3.66916
"6","Maschi","0 anni",2007,3.52316
"7","Maschi","0 anni",2008,3.42158
"8","Maschi","0 anni",2009,3.44424
"9","Maschi","0 anni",2010,3.48075
"10","Maschi","0 anni",2011,3.43246
"11","Maschi","0 anni",2012,3.26057
"12","Maschi","0 anni",2013,3.2856
"13","Maschi","0 anni",2014,3.2512
"14","Maschi","0 anni",2015,3.27444
"15","Maschi","0 anni",2016,3.20092
"16","Maschi","0 anni",2017,3.10268
"17","Maschi","0 anni",2018,3.12156
"18","Maschi","0 anni",2019,2.99255
"19","Maschi","0 anni",2020,2.85162
"20","Maschi","0 anni",2021,2.58229
"21","Maschi","0 anni",2022,2.49291
"22","Maschi","0 anni",2023,2.62887
"23","Maschi","0 anni",2024,2.76326
"24","Maschi","0 anni",2025,2.83574
"25","Maschi","1 anni",2002,0.29234
"26","Maschi","1 anni",2003,0.26772
"27","Maschi","1 anni",2004,0.26037
"28","Maschi","1 anni",2005,0.24799
"29","Maschi","1 anni",2006,0.26482
"30","Maschi","1 anni",2007,0.249
"31","Maschi","1 anni",2008,0.24404
"32","Maschi","1 anni",2009,0.23295
"33","Maschi","1 anni",2010,0.22904
"34","Maschi","1 anni",2011,0.23881
"35","Maschi","1 anni",2012,0.23525
"36","Maschi","1 anni",2013,0.2593
"37","Maschi","1 anni",2014,0.231
"38","Maschi","1 anni",2015,0.21618
"39","Maschi","1 anni",2016,0.17429
"40","Maschi","1 anni",2017,0.19992
"41","Maschi","1 anni",2018,0.21933
"42","Maschi","1 anni",2019,0.24179
"43","Maschi","1 anni",2020,0.22168
"44","Maschi","1 anni",2021,0.20525
"45","Maschi","1 anni",2022,0.19564
"46","Maschi","1 anni",2023,0.20819
"47","Maschi","1 anni",2024,0.20119
"48","Maschi","1 anni",2025,0.17377
"49","Maschi","2 anni",2002,0.21539
"50","Maschi","2 anni",2003,0.20784
"51","Maschi","2 anni",2004,0.19973
"52","Maschi","2 anni",2005,0.18947
"53","Maschi","2 anni",2006,0.19491
"54","Maschi","2 anni",2007,0.18523
"55","Maschi","2 anni",2008,0.18206
"56","Maschi","2 anni",2009,0.17745
"57","Maschi","2 anni",2010,0.17401
"58","Maschi","2 anni",2011,0.17118
"59","Maschi","2 anni",2012,0.16606
"60","Maschi","2 anni",2013,0.17672
"61","Maschi","2 anni",2014,0.17532
"62","Maschi","2 anni",2015,0.17251
"63","Maschi","2 anni",2016,0.14435
"64","Maschi","2 anni",2017,0.14771
"65","Maschi","2 anni",2018,0.15834
"66","Maschi","2 anni",2019,0.1741
"67","Maschi","2 anni",2020,0.164
"68","Maschi","2 anni",2021,0.15199
"69","Maschi","2 anni",2022,0.14114
"70","Maschi","2 anni",2023,0.15151
"71","Maschi","2 anni",2024,0.14772
"72","Maschi","2 anni",2025,0.14052
"73","Maschi","3 anni",2002,0.16783
"74","Maschi","3 anni",2003,0.16841
"75","Maschi","3 anni",2004,0.15787
"76","Maschi","3 anni",2005,0.15071
"77","Maschi","3 anni",2006,0.14869
"78","Maschi","3 anni",2007,0.14187
"79","Maschi","3 anni",2008,0.13779
"80","Maschi","3 anni",2009,0.13471
"81","Maschi","3 anni",2010,0.13358
"82","Maschi","3 anni",2011,0.12732
"83","Maschi","3 anni",2012,0.12764
"84","Maschi","3 anni",2013,0.12363
"85","Maschi","3 anni",2014,0.13298
"86","Maschi","3 anni",2015,0.13574
"87","Maschi","3 anni",2016,0.11854
"88","Maschi","3 anni",2017,0.11138
"89","Maschi","3 anni",2018,0.11832
"90","Maschi","3 anni",2019,0.12648
"91","Maschi","3 anni",2020,0.12357
"92","Maschi","3 anni",2021,0.11273
"93","Maschi","3 anni",2022,0.10689
"94","Maschi","3 anni",2023,0.11516
"95","Maschi","3 anni",2024,0.11496
"96","Maschi","3 anni",2025,0.11698
"97","Maschi","4 anni",2002,0.14041
"98","Maschi","4 anni",2003,0.14292
"99","Maschi","4 anni",2004,0.13084
"100","Maschi","4 anni",2005,0.12569
"101","Maschi","4 anni",2006,0.11973
"102","Maschi","4 anni",2007,0.11467
"103","Maschi","4 anni",2008,0.10884
"104","Maschi","4 anni",2009,0.11062
"105","Maschi","4 anni",2010,0.10657
"106","Maschi","4 anni",2011,0.10086
"107","Maschi","4 anni",2012,0.10379
"108","Maschi","4 anni",2013,0.09327
"109","Maschi","4 anni",2014,0.10344
"110","Maschi","4 anni",2015,0.10731
"111","Maschi","4 anni",2016,0.09836
"112","Maschi","4 anni",2017,0.08883
"113","Maschi","4 anni",2018,0.09448
"114","Maschi","4 anni",2019,0.09539
"115","Maschi","4 anni",2020,0.09605
"116","Maschi","4 anni",2021,0.08579
"117","Maschi","4 anni",2022,0.08633
"118","Maschi","4 anni",2023,0.09384
"119","Maschi","4 anni",2024,0.09635
"120","Maschi","4 anni",2025,0.10071
"121","Maschi","5 anni",2002,0.13055
"122","Maschi","5 anni",2003,0.13995
"123","Maschi","5 anni",2004,0.12012
"124","Maschi","5 anni",2005,0.11194
"125","Maschi","5 anni",2006,0.11017
"126","Maschi","5 anni",2007,0.10536
"127","Maschi","5 anni",2008,0.09622
"128","Maschi","5 anni",2009,0.10081
"129","Maschi","5 anni",2010,0.09798
"130","Maschi","5 anni",2011,0.09299
"131","Maschi","5 anni",2012,0.09959
"132","Maschi","5 anni",2013,0.0882
"133","Maschi","5 anni",2014,0.09042
"134","Maschi","5 anni",2015,0.08863
"135","Maschi","5 anni",2016,0.08628
"136","Maschi","5 anni",2017,0.08365
"137","Maschi","5 anni",2018,0.08882
"138","Maschi","5 anni",2019,0.08271
"139","Maschi","5 anni",2020,0.07986
"140","Maschi","5 anni",2021,0.07307
"141","Maschi","5 anni",2022,0.08565
"142","Maschi","5 anni",2023,0.08871
"143","Maschi","5 anni",2024,0.09317
"144","Maschi","5 anni",2025,0.09127
"145","Maschi","6 anni",2002,0.13088
"146","Maschi","6 anni",2003,0.12095
"147","Maschi","6 anni",2004,0.1152
"148","Maschi","6 anni",2005,0.10671
"149","Maschi","6 anni",2006,0.1018
"150","Maschi","6 anni",2007,0.10467
"151","Maschi","6 anni",2008,0.09557
"152","Maschi","6 anni",2009,0.09258
"153","Maschi","6 anni",2010,0.09111
"154","Maschi","6 anni",2011,0.0895
"155","Maschi","6 anni",2012,0.09712
"156","Maschi","6 anni",2013,0.08993
"157","Maschi","6 anni",2014,0.08784
"158","Maschi","6 anni",2015,0.08607
"159","Maschi","6 anni",2016,0.07755
"160","Maschi","6 anni",2017,0.08118
"161","Maschi","6 anni",2018,0.08621
"162","Maschi","6 anni",2019,0.07673
"163","Maschi","6 anni",2020,0.07817
"164","Maschi","6 anni",2021,0.07378
"165","Maschi","6 anni",2022,0.08209
"166","Maschi","6 anni",2023,0.08887
"167","Maschi","6 anni",2024,0.09041
"168","Maschi","6 anni",2025,0.08541
"169","Maschi","7 anni",2002,0.13143
"170","Maschi","7 anni",2003,0.11742
"171","Maschi","7 anni",2004,0.11436
"172","Maschi","7 anni",2005,0.09854
"173","Maschi","7 anni",2006,0.0965
"174","Maschi","7 anni",2007,0.10694
"175","Maschi","7 anni",2008,0.09793
"176","Maschi","7 anni",2009,0.09073
"177","Maschi","7 anni",2010,0.08605
"178","Maschi","7 anni",2011,0.08302
"179","Maschi","7 anni",2012,0.07739
"180","Maschi","7 anni",2013,0.08928
"181","Maschi","7 anni",2014,0.0816
"182","Maschi","7 anni",2015,0.07961
"183","Maschi","7 anni",2016,0.07995
"184","Maschi","7 anni",2017,0.0782
"185","Maschi","7 anni",2018,0.08826
"186","Maschi","7 anni",2019,0.07418
"187","Maschi","7 anni",2020,0.0695
"188","Maschi","7 anni",2021,0.06924
"189","Maschi","7 anni",2022,0.07729
"190","Maschi","7 anni",2023,0.08499
"191","Maschi","7 anni",2024,0.08328
"192","Maschi","7 anni",2025,0.08188
"193","Maschi","8 anni",2002,0.13172
"194","Maschi","8 anni",2003,0.12164
"195","Maschi","8 anni",2004,0.11985
"196","Maschi","8 anni",2005,0.09894
"197","Maschi","8 anni",2006,0.09407
"198","Maschi","8 anni",2007,0.09832
"199","Maschi","8 anni",2008,0.09599
"200","Maschi","8 anni",2009,0.09135
"201","Maschi","8 anni",2010,0.082
"202","Maschi","8 anni",2011,0.0835
"203","Maschi","8 anni",2012,0.07279
"204","Maschi","8 anni",2013,0.08591
"205","Maschi","8 anni",2014,0.07939
"206","Maschi","8 anni",2015,0.08302
"207","Maschi","8 anni",2016,0.08441
"208","Maschi","8 anni",2017,0.08364
"209","Maschi","8 anni",2018,0.08611
"210","Maschi","8 anni",2019,0.0781
"211","Maschi","8 anni",2020,0.06751
"212","Maschi","8 anni",2021,0.06919
"213","Maschi","8 anni",2022,0.0651
"214","Maschi","8 anni",2023,0.08169
"215","Maschi","8 anni",2024,0.08017
"216","Maschi","8 anni",2025,0.0791
"217","Maschi","9 anni",2002,0.13116
"218","Maschi","9 anni",2003,0.12628
"219","Maschi","9 anni",2004,0.11822
"220","Maschi","9 anni",2005,0.10024
"221","Maschi","9 anni",2006,0.09029
"222","Maschi","9 anni",2007,0.0904
"223","Maschi","9 anni",2008,0.08915
"224","Maschi","9 anni",2009,0.08932
"225","Maschi","9 anni",2010,0.08346
"226","Maschi","9 anni",2011,0.08514
"227","Maschi","9 anni",2012,0.07379
"228","Maschi","9 anni",2013,0.0846
"229","Maschi","9 anni",2014,0.07778
"230","Maschi","9 anni",2015,0.08568
"231","Maschi","9 anni",2016,0.08427
"232","Maschi","9 anni",2017,0.08311
"233","Maschi","9 anni",2018,0.08281
"234","Maschi","9 anni",2019,0.08208
"235","Maschi","9 anni",2020,0.07266
"236","Maschi","9 anni",2021,0.06699
"237","Maschi","9 anni",2022,0.06556
"238","Maschi","9 anni",2023,0.07466
"239","Maschi","9 anni",2024,0.07602
"240","Maschi","9 anni",2025,0.07541
"241","Maschi","10 anni",2002,0.12905
"242","Maschi","10 anni",2003,0.12311
"243","Maschi","10 anni",2004,0.11171
"244","Maschi","10 anni",2005,0.10443
"245","Maschi","10 anni",2006,0.0908
"246","Maschi","10 anni",2007,0.08885
"247","Maschi","10 anni",2008,0.08736
"248","Maschi","10 anni",2009,0.09318
"249","Maschi","10 anni",2010,0.0903
"250","Maschi","10 anni",2011,0.09328
"251","Maschi","10 anni",2012,0.08051
"252","Maschi","10 anni",2013,0.08302
"253","Maschi","10 anni",2014,0.07347
"254","Maschi","10 anni",2015,0.08088
"255","Maschi","10 anni",2016,0.08299
"256","Maschi","10 anni",2017,0.08798
"257","Maschi","10 anni",2018,0.0886
"258","Maschi","10 anni",2019,0.0861
"259","Maschi","10 anni",2020,0.07758
"260","Maschi","10 anni",2021,0.07193
"261","Maschi","10 anni",2022,0.0686
"262","Maschi","10 anni",2023,0.06943
"263","Maschi","10 anni",2024,0.07312
"264","Maschi","10 anni",2025,0.07366
"265","Maschi","11 anni",2002,0.124
"266","Maschi","11 anni",2003,0.12818
"267","Maschi","11 anni",2004,0.11235
"268","Maschi","11 anni",2005,0.115
"269","Maschi","11 anni",2006,0.09914
"270","Maschi","11 anni",2007,0.09345
"271","Maschi","11 anni",2008,0.0925
"272","Maschi","11 anni",2009,0.1058
"273","Maschi","11 anni",2010,0.1063
"274","Maschi","11 anni",2011,0.10355
"275","Maschi","11 anni",2012,0.09196
"276","Maschi","11 anni",2013,0.08921
"277","Maschi","11 anni",2014,0.07858
"278","Maschi","11 anni",2015,0.08222
"279","Maschi","11 anni",2016,0.08457
"280","Maschi","11 anni",2017,0.09583
"281","Maschi","11 anni",2018,0.09539
"282","Maschi","11 anni",2019,0.08657
"283","Maschi","11 anni",2020,0.07905
"284","Maschi","11 anni",2021,0.07137
"285","Maschi","11 anni",2022,0.07336
"286","Maschi","11 anni",2023,0.07119
"287","Maschi","11 anni",2024,0.07722
"288","Maschi","11 anni",2025,0.07554
"289","Maschi","12 anni",2002,0.14065
"290","Maschi","12 anni",2003,0.14419
"291","Maschi","12 anni",2004,0.12535
"292","Maschi","12 anni",2005,0.13335
"293","Maschi","12 anni",2006,0.12643
"294","Maschi","12 anni",2007,0.11559
"295","Maschi","12 anni",2008,0.10898
"296","Maschi","12 anni",2009,0.12464
"297","Maschi","12 anni",2010,0.12082
"298","Maschi","12 anni",2011,0.11477
"299","Maschi","12 anni",2012,0.10263
"300","Maschi","12 anni",2013,0.10016
"301","Maschi","12 anni",2014,0.09237
"302","Maschi","12 anni",2015,0.09243
"303","Maschi","12 anni",2016,0.0969
"304","Maschi","12 anni",2017,0.10178
"305","Maschi","12 anni",2018,0.10221
"306","Maschi","12 anni",2019,0.08812
"307","Maschi","12 anni",2020,0.08643
"308","Maschi","12 anni",2021,0.07714
"309","Maschi","12 anni",2022,0.08142
"310","Maschi","12 anni",2023,0.07938
"311","Maschi","12 anni",2024,0.08814
"312","Maschi","12 anni",2025,0.08656
"313","Maschi","13 anni",2002,0.18554
"314","Maschi","13 anni",2003,0.18026
"315","Maschi","13 anni",2004,0.16369
"316","Maschi","13 anni",2005,0.16593
"317","Maschi","13 anni",2006,0.15506
"318","Maschi","13 anni",2007,0.15407
"319","Maschi","13 anni",2008,0.14756
"320","Maschi","13 anni",2009,0.15779
"321","Maschi","13 anni",2010,0.14862
"322","Maschi","13 anni",2011,0.14175
"323","Maschi","13 anni",2012,0.12451
"324","Maschi","13 anni",2013,0.12083
"325","Maschi","13 anni",2014,0.11517
"326","Maschi","13 anni",2015,0.11689
"327","Maschi","13 anni",2016,0.1213
"328","Maschi","13 anni",2017,0.12335
"329","Maschi","13 anni",2018,0.11375
"330","Maschi","13 anni",2019,0.09937
"331","Maschi","13 anni",2020,0.09779
"332","Maschi","13 anni",2021,0.09257
"333","Maschi","13 anni",2022,0.09726
"334","Maschi","13 anni",2023,0.09988
"335","Maschi","13 anni",2024,0.10905
"336","Maschi","13 anni",2025,0.10779
"337","Maschi","14 anni",2002,0.26157
"338","Maschi","14 anni",2003,0.24161
"339","Maschi","14 anni",2004,0.22694
"340","Maschi","14 anni",2005,0.21361
"341","Maschi","14 anni",2006,0.20586
"342","Maschi","14 anni",2007,0.2139
"343","Maschi","14 anni",2008,0.20967
"344","Maschi","14 anni",2009,0.22529
"345","Maschi","14 anni",2010,0.1958
"346","Maschi","14 anni",2011,0.18429
"347","Maschi","14 anni",2012,0.15717
"348","Maschi","14 anni",2013,0.15536
"349","Maschi","14 anni",2014,0.14723
"350","Maschi","14 anni",2015,0.15206
"351","Maschi","14 anni",2016,0.15236
"352","Maschi","14 anni",2017,0.1473
"353","Maschi","14 anni",2018,0.14106
"354","Maschi","14 anni",2019,0.12934
"355","Maschi","14 anni",2020,0.12063
"356","Maschi","14 anni",2021,0.1184
"357","Maschi","14 anni",2022,0.12384
"358","Maschi","14 anni",2023,0.13018
"359","Maschi","14 anni",2024,0.14198
"360","Maschi","14 anni",2025,0.14177
"361","Maschi","15 anni",2002,0.35665
"362","Maschi","15 anni",2003,0.33824
"363","Maschi","15 anni",2004,0.3083
"364","Maschi","15 anni",2005,0.28274
"365","Maschi","15 anni",2006,0.28144
"366","Maschi","15 anni",2007,0.28976
"367","Maschi","15 anni",2008,0.28825
"368","Maschi","15 anni",2009,0.29456
"369","Maschi","15 anni",2010,0.25659
"370","Maschi","15 anni",2011,0.24559
"371","Maschi","15 anni",2012,0.21576
"372","Maschi","15 anni",2013,0.20172
"373","Maschi","15 anni",2014,0.19114
"374","Maschi","15 anni",2015,0.1975
"375","Maschi","15 anni",2016,0.1956
"376","Maschi","15 anni",2017,0.19016
"377","Maschi","15 anni",2018,0.17972
"378","Maschi","15 anni",2019,0.1734
"379","Maschi","15 anni",2020,0.16007
"380","Maschi","15 anni",2021,0.155
"381","Maschi","15 anni",2022,0.1611
"382","Maschi","15 anni",2023,0.16874
"383","Maschi","15 anni",2024,0.17828
"384","Maschi","15 anni",2025,0.1856
"385","Maschi","16 anni",2002,0.47608
"386","Maschi","16 anni",2003,0.46072
"387","Maschi","16 anni",2004,0.4299
"388","Maschi","16 anni",2005,0.3957
"389","Maschi","16 anni",2006,0.37543
"390","Maschi","16 anni",2007,0.38463
"391","Maschi","16 anni",2008,0.38171
"392","Maschi","16 anni",2009,0.37891
"393","Maschi","16 anni",2010,0.34073
"394","Maschi","16 anni",2011,0.3319
"395","Maschi","16 anni",2012,0.28481
"396","Maschi","16 anni",2013,0.26558
"397","Maschi","16 anni",2014,0.24773
"398","Maschi","16 anni",2015,0.24926
"399","Maschi","16 anni",2016,0.24938
"400","Maschi","16 anni",2017,0.24755
"401","Maschi","16 anni",2018,0.23758
"402","Maschi","16 anni",2019,0.23262
"403","Maschi","16 anni",2020,0.20949
"404","Maschi","16 anni",2021,0.20172
"405","Maschi","16 anni",2022,0.21184
"406","Maschi","16 anni",2023,0.22155
"407","Maschi","16 anni",2024,0.22211
"408","Maschi","16 anni",2025,0.23113
"409","Maschi","17 anni",2002,0.58829
"410","Maschi","17 anni",2003,0.5755
"411","Maschi","17 anni",2004,0.5463
"412","Maschi","17 anni",2005,0.51423
"413","Maschi","17 anni",2006,0.47889
"414","Maschi","17 anni",2007,0.46805
"415","Maschi","17 anni",2008,0.46904
"416","Maschi","17 anni",2009,0.45536
"417","Maschi","17 anni",2010,0.41757
"418","Maschi","17 anni",2011,0.39572
"419","Maschi","17 anni",2012,0.3439
"420","Maschi","17 anni",2013,0.32345
"421","Maschi","17 anni",2014,0.30015
"422","Maschi","17 anni",2015,0.30294
"423","Maschi","17 anni",2016,0.30408
"424","Maschi","17 anni",2017,0.29977
"425","Maschi","17 anni",2018,0.28816
"426","Maschi","17 anni",2019,0.28726
"427","Maschi","17 anni",2020,0.27194
"428","Maschi","17 anni",2021,0.25914
"429","Maschi","17 anni",2022,0.26676
"430","Maschi","17 anni",2023,0.27753
"431","Maschi","17 anni",2024,0.27169
"432","Maschi","17 anni",2025,0.27668
"433","Maschi","18 anni",2002,0.68114
"434","Maschi","18 anni",2003,0.65912
"435","Maschi","18 anni",2004,0.63519
"436","Maschi","18 anni",2005,0.61633
"437","Maschi","18 anni",2006,0.56594
"438","Maschi","18 anni",2007,0.53743
"439","Maschi","18 anni",2008,0.52555
"440","Maschi","18 anni",2009,0.52101
"441","Maschi","18 anni",2010,0.48304
"442","Maschi","18 anni",2011,0.45778
"443","Maschi","18 anni",2012,0.39793
"444","Maschi","18 anni",2013,0.38748
"445","Maschi","18 anni",2014,0.35242
"446","Maschi","18 anni",2015,0.35029
"447","Maschi","18 anni",2016,0.34445
"448","Maschi","18 anni",2017,0.33932
"449","Maschi","18 anni",2018,0.33145
"450","Maschi","18 anni",2019,0.33214
"451","Maschi","18 anni",2020,0.32045
"452","Maschi","18 anni",2021,0.30645
"453","Maschi","18 anni",2022,0.30732
"454","Maschi","18 anni",2023,0.31592
"455","Maschi","18 anni",2024,0.31397
"456","Maschi","18 anni",2025,0.32783
"457","Maschi","19 anni",2002,0.74849
"458","Maschi","19 anni",2003,0.71253
"459","Maschi","19 anni",2004,0.7015
"460","Maschi","19 anni",2005,0.69004
"461","Maschi","19 anni",2006,0.6339
"462","Maschi","19 anni",2007,0.57693
"463","Maschi","19 anni",2008,0.55673
"464","Maschi","19 anni",2009,0.54502
"465","Maschi","19 anni",2010,0.52373
"466","Maschi","19 anni",2011,0.4947
"467","Maschi","19 anni",2012,0.44149
"468","Maschi","19 anni",2013,0.43195
"469","Maschi","19 anni",2014,0.39388
"470","Maschi","19 anni",2015,0.38556
"471","Maschi","19 anni",2016,0.36963
"472","Maschi","19 anni",2017,0.36315
"473","Maschi","19 anni",2018,0.36346
"474","Maschi","19 anni",2019,0.36311
"475","Maschi","19 anni",2020,0.35559
"476","Maschi","19 anni",2021,0.33743
"477","Maschi","19 anni",2022,0.34253
"478","Maschi","19 anni",2023,0.35279
"479","Maschi","19 anni",2024,0.34918
"480","Maschi","19 anni",2025,0.35762
"481","Maschi","20 anni",2002,0.79228
"482","Maschi","20 anni",2003,0.73205
"483","Maschi","20 anni",2004,0.71733
"484","Maschi","20 anni",2005,0.7185
"485","Maschi","20 anni",2006,0.68488
"486","Maschi","20 anni",2007,0.63148
"487","Maschi","20 anni",2008,0.60324
"488","Maschi","20 anni",2009,0.59624
"489","Maschi","20 anni",2010,0.55917
"490","Maschi","20 anni",2011,0.51728
"491","Maschi","20 anni",2012,0.46342
"492","Maschi","20 anni",2013,0.4521
"493","Maschi","20 anni",2014,0.42263
"494","Maschi","20 anni",2015,0.41186
"495","Maschi","20 anni",2016,0.39546
"496","Maschi","20 anni",2017,0.3816
"497","Maschi","20 anni",2018,0.38263
"498","Maschi","20 anni",2019,0.38534
"499","Maschi","20 anni",2020,0.38292
"500","Maschi","20 anni",2021,0.36491
"501","Maschi","20 anni",2022,0.37044
"502","Maschi","20 anni",2023,0.3812
"503","Maschi","20 anni",2024,0.38708
"504","Maschi","20 anni",2025,0.37529
"505","Maschi","21 anni",2002,0.83196
"506","Maschi","21 anni",2003,0.75278
"507","Maschi","21 anni",2004,0.73148
"508","Maschi","21 anni",2005,0.72428
"509","Maschi","21 anni",2006,0.71935
"510","Maschi","21 anni",2007,0.66175
"511","Maschi","21 anni",2008,0.62426
"512","Maschi","21 anni",2009,0.60508
"513","Maschi","21 anni",2010,0.55007
"514","Maschi","21 anni",2011,0.51814
"515","Maschi","21 anni",2012,0.47614
"516","Maschi","21 anni",2013,0.45973
"517","Maschi","21 anni",2014,0.43393
"518","Maschi","21 anni",2015,0.42336
"519","Maschi","21 anni",2016,0.41353
"520","Maschi","21 anni",2017,0.39982
"521","Maschi","21 anni",2018,0.39795
"522","Maschi","21 anni",2019,0.4051
"523","Maschi","21 anni",2020,0.39546
"524","Maschi","21 anni",2021,0.38029
"525","Maschi","21 anni",2022,0.38013
"526","Maschi","21 anni",2023,0.39594
"527","Maschi","21 anni",2024,0.39912
"528","Maschi","21 anni",2025,0.3815
"529","Maschi","22 anni",2002,0.8579
"530","Maschi","22 anni",2003,0.77748
"531","Maschi","22 anni",2004,0.74821
"532","Maschi","22 anni",2005,0.73307
"533","Maschi","22 anni",2006,0.7379
"534","Maschi","22 anni",2007,0.6967
"535","Maschi","22 anni",2008,0.6438
"536","Maschi","22 anni",2009,0.60836
"537","Maschi","22 anni",2010,0.55312
"538","Maschi","22 anni",2011,0.53252
"539","Maschi","22 anni",2012,0.49157
"540","Maschi","22 anni",2013,0.47317
"541","Maschi","22 anni",2014,0.44722
"542","Maschi","22 anni",2015,0.43576
"543","Maschi","22 anni",2016,0.43023
"544","Maschi","22 anni",2017,0.42143
"545","Maschi","22 anni",2018,0.41524
"546","Maschi","22 anni",2019,0.41867
"547","Maschi","22 anni",2020,0.39747
"548","Maschi","22 anni",2021,0.3948
"549","Maschi","22 anni",2022,0.38267
"550","Maschi","22 anni",2023,0.40669
"551","Maschi","22 anni",2024,0.39952
"552","Maschi","22 anni",2025,0.38641
"553","Maschi","23 anni",2002,0.87556
"554","Maschi","23 anni",2003,0.78693
"555","Maschi","23 anni",2004,0.75144
"556","Maschi","23 anni",2005,0.74366
"557","Maschi","23 anni",2006,0.75665
"558","Maschi","23 anni",2007,0.71919
"559","Maschi","23 anni",2008,0.66771
"560","Maschi","23 anni",2009,0.62231
"561","Maschi","23 anni",2010,0.56134
"562","Maschi","23 anni",2011,0.54136
"563","Maschi","23 anni",2012,0.50662
"564","Maschi","23 anni",2013,0.492
"565","Maschi","23 anni",2014,0.46716
"566","Maschi","23 anni",2015,0.45599
"567","Maschi","23 anni",2016,0.45278
"568","Maschi","23 anni",2017,0.43682
"569","Maschi","23 anni",2018,0.42524
"570","Maschi","23 anni",2019,0.42397
"571","Maschi","23 anni",2020,0.40203
"572","Maschi","23 anni",2021,0.40174
"573","Maschi","23 anni",2022,0.38805
"574","Maschi","23 anni",2023,0.41299
"575","Maschi","23 anni",2024,0.40662
"576","Maschi","23 anni",2025,0.39445
"577","Maschi","24 anni",2002,0.89892
"578","Maschi","24 anni",2003,0.79991
"579","Maschi","24 anni",2004,0.75498
"580","Maschi","24 anni",2005,0.74519
"581","Maschi","24 anni",2006,0.75225
"582","Maschi","24 anni",2007,0.72322
"583","Maschi","24 anni",2008,0.66151
"584","Maschi","24 anni",2009,0.64044
"585","Maschi","24 anni",2010,0.57245
"586","Maschi","24 anni",2011,0.56565
"587","Maschi","24 anni",2012,0.52623
"588","Maschi","24 anni",2013,0.52023
"589","Maschi","24 anni",2014,0.48345
"590","Maschi","24 anni",2015,0.47007
"591","Maschi","24 anni",2016,0.45123
"592","Maschi","24 anni",2017,0.44407
"593","Maschi","24 anni",2018,0.44005
"594","Maschi","24 anni",2019,0.44288
"595","Maschi","24 anni",2020,0.4242
"596","Maschi","24 anni",2021,0.41267
"597","Maschi","24 anni",2022,0.39267
"598","Maschi","24 anni",2023,0.40626
"599","Maschi","24 anni",2024,0.40571
"600","Maschi","24 anni",2025,0.40574
"601","Maschi","25 anni",2002,0.8884
"602","Maschi","25 anni",2003,0.81028
"603","Maschi","25 anni",2004,0.7736
"604","Maschi","25 anni",2005,0.77375
"605","Maschi","25 anni",2006,0.76767
"606","Maschi","25 anni",2007,0.7332
"607","Maschi","25 anni",2008,0.66366
"608","Maschi","25 anni",2009,0.6322
"609","Maschi","25 anni",2010,0.58124
"610","Maschi","25 anni",2011,0.574
"611","Maschi","25 anni",2012,0.53462
"612","Maschi","25 anni",2013,0.5281
"613","Maschi","25 anni",2014,0.48922
"614","Maschi","25 anni",2015,0.47856
"615","Maschi","25 anni",2016,0.44818
"616","Maschi","25 anni",2017,0.44042
"617","Maschi","25 anni",2018,0.44859
"618","Maschi","25 anni",2019,0.44841
"619","Maschi","25 anni",2020,0.43637
"620","Maschi","25 anni",2021,0.41709
"621","Maschi","25 anni",2022,0.40381
"622","Maschi","25 anni",2023,0.41249
"623","Maschi","25 anni",2024,0.40307
"624","Maschi","25 anni",2025,0.40217
"625","Maschi","26 anni",2002,0.88253
"626","Maschi","26 anni",2003,0.81594
"627","Maschi","26 anni",2004,0.77972
"628","Maschi","26 anni",2005,0.78513
"629","Maschi","26 anni",2006,0.78355
"630","Maschi","26 anni",2007,0.76035
"631","Maschi","26 anni",2008,0.68841
"632","Maschi","26 anni",2009,0.65046
"633","Maschi","26 anni",2010,0.59696
"634","Maschi","26 anni",2011,0.57768
"635","Maschi","26 anni",2012,0.53802
"636","Maschi","26 anni",2013,0.52586
"637","Maschi","26 anni",2014,0.50046
"638","Maschi","26 anni",2015,0.4839
"639","Maschi","26 anni",2016,0.45445
"640","Maschi","26 anni",2017,0.44587
"641","Maschi","26 anni",2018,0.45514
"642","Maschi","26 anni",2019,0.46412
"643","Maschi","26 anni",2020,0.45815
"644","Maschi","26 anni",2021,0.44428
"645","Maschi","26 anni",2022,0.43
"646","Maschi","26 anni",2023,0.43343
"647","Maschi","26 anni",2024,0.41759
"648","Maschi","26 anni",2025,0.3965
"649","Maschi","27 anni",2002,0.87457
"650","Maschi","27 anni",2003,0.81326
"651","Maschi","27 anni",2004,0.79334
"652","Maschi","27 anni",2005,0.79481
"653","Maschi","27 anni",2006,0.79473
"654","Maschi","27 anni",2007,0.76621
"655","Maschi","27 anni",2008,0.70464
"656","Maschi","27 anni",2009,0.65757
"657","Maschi","27 anni",2010,0.60071
"658","Maschi","27 anni",2011,0.57616
"659","Maschi","27 anni",2012,0.54168
"660","Maschi","27 anni",2013,0.52358
"661","Maschi","27 anni",2014,0.49041
"662","Maschi","27 anni",2015,0.4705
"663","Maschi","27 anni",2016,0.44222
"664","Maschi","27 anni",2017,0.43791
"665","Maschi","27 anni",2018,0.45847
"666","Maschi","27 anni",2019,0.47415
