"","sex","age","year","population","citizenship"
"1212","Femmine",50,2022,45107,"stranieri"
"1213","Femmine",50,2023,46716,"stranieri"
"1214","Femmine",50,2024,46630,"stranieri"
"1215","Femmine",50,2025,48861,"stranieri"
"1216","Femmine",50,2026,50043,"stranieri"
"1217","Femmine",51,2019,45276,"stranieri"
"1218","Femmine",51,2020,46863,"stranieri"
"1219","Femmine",51,2021,45994,"stranieri"
"1220","Femmine",51,2022,44956,"stranieri"
"1221","Femmine",51,2023,45220,"stranieri"
"1222","Femmine",51,2024,46417,"stranieri"
"1223","Femmine",51,2025,46311,"stranieri"
"1224","Femmine",51,2026,48601,"stranieri"
"1225","Femmine",52,2019,37219,"stranieri"
"1226","Femmine",52,2020,44708,"stranieri"
"1227","Femmine",52,2021,46618,"stranieri"
"1228","Femmine",52,2022,44250,"stranieri"
"1229","Femmine",52,2023,45137,"stranieri"
"1230","Femmine",52,2024,45062,"stranieri"
"1231","Femmine",52,2025,45955,"stranieri"
"1232","Femmine",52,2026,45959,"stranieri"
"1233","Femmine",53,2019,36103,"stranieri"
"1234","Femmine",53,2020,36862,"stranieri"
"1235","Femmine",53,2021,44396,"stranieri"
"1236","Femmine",53,2022,44860,"stranieri"
"1237","Femmine",53,2023,44407,"stranieri"
"1238","Femmine",53,2024,44589,"stranieri"
"1239","Femmine",53,2025,44554,"stranieri"
"1240","Femmine",53,2026,45678,"stranieri"
"1241","Femmine",54,2019,36135,"stranieri"
"1242","Femmine",54,2020,35730,"stranieri"
"1243","Femmine",54,2021,36892,"stranieri"
"1244","Femmine",54,2022,42635,"stranieri"
"1245","Femmine",54,2023,45075,"stranieri"
"1246","Femmine",54,2024,43995,"stranieri"
"1247","Femmine",54,2025,44235,"stranieri"
"1248","Femmine",54,2026,44177,"stranieri"
"1249","Femmine",55,2019,35275,"stranieri"
"1250","Femmine",55,2020,35921,"stranieri"
"1251","Femmine",55,2021,35699,"stranieri"
"1252","Femmine",55,2022,35352,"stranieri"
"1253","Femmine",55,2023,42973,"stranieri"
"1254","Femmine",55,2024,44531,"stranieri"
"1255","Femmine",55,2025,43394,"stranieri"
"1256","Femmine",55,2026,43721,"stranieri"
"1257","Femmine",56,2019,34233,"stranieri"
"1258","Femmine",56,2020,34946,"stranieri"
"1259","Femmine",56,2021,35703,"stranieri"
"1260","Femmine",56,2022,34145,"stranieri"
"1261","Femmine",56,2023,35631,"stranieri"
"1262","Femmine",56,2024,42308,"stranieri"
"1263","Femmine",56,2025,44008,"stranieri"
"1264","Femmine",56,2026,42771,"stranieri"
"1265","Femmine",57,2019,33125,"stranieri"
"1266","Femmine",57,2020,33983,"stranieri"
"1267","Femmine",57,2021,34825,"stranieri"
"1268","Femmine",57,2022,34177,"stranieri"
"1269","Femmine",57,2023,34375,"stranieri"
"1270","Femmine",57,2024,35288,"stranieri"
"1271","Femmine",57,2025,41663,"stranieri"
"1272","Femmine",57,2026,43246,"stranieri"
"1273","Femmine",58,2019,33037,"stranieri"
"1274","Femmine",58,2020,32855,"stranieri"
"1275","Femmine",58,2021,33659,"stranieri"
"1276","Femmine",58,2022,33136,"stranieri"
"1277","Femmine",58,2023,34468,"stranieri"
"1278","Femmine",58,2024,33990,"stranieri"
"1279","Femmine",58,2025,34922,"stranieri"
"1280","Femmine",58,2026,40930,"stranieri"
"1281","Femmine",59,2019,30481,"stranieri"
"1282","Femmine",59,2020,32731,"stranieri"
"1283","Femmine",59,2021,32325,"stranieri"
"1284","Femmine",59,2022,31893,"stranieri"
"1285","Femmine",59,2023,33456,"stranieri"
"1286","Femmine",59,2024,33999,"stranieri"
"1287","Femmine",59,2025,33582,"stranieri"
"1288","Femmine",59,2026,34415,"stranieri"
"1289","Femmine",60,2019,29079,"stranieri"
"1290","Femmine",60,2020,30158,"stranieri"
"1291","Femmine",60,2021,32012,"stranieri"
"1292","Femmine",60,2022,30364,"stranieri"
"1293","Femmine",60,2023,32268,"stranieri"
"1294","Femmine",60,2024,32950,"stranieri"
"1295","Femmine",60,2025,33499,"stranieri"
"1296","Femmine",60,2026,32993,"stranieri"
"1297","Femmine",61,2019,26519,"stranieri"
"1298","Femmine",61,2020,28875,"stranieri"
"1299","Femmine",61,2021,29279,"stranieri"
"1300","Femmine",61,2022,29903,"stranieri"
"1301","Femmine",61,2023,30644,"stranieri"
"1302","Femmine",61,2024,31758,"stranieri"
"1303","Femmine",61,2025,32399,"stranieri"
"1304","Femmine",61,2026,32781,"stranieri"
"1305","Femmine",62,2019,24315,"stranieri"
"1306","Femmine",62,2020,26212,"stranieri"
"1307","Femmine",62,2021,27596,"stranieri"
"1308","Femmine",62,2022,27017,"stranieri"
"1309","Femmine",62,2023,30247,"stranieri"
"1310","Femmine",62,2024,30007,"stranieri"
"1311","Femmine",62,2025,31188,"stranieri"
"1312","Femmine",62,2026,31662,"stranieri"
"1313","Femmine",63,2019,22204,"stranieri"
"1314","Femmine",63,2020,24078,"stranieri"
"1315","Femmine",63,2021,25017,"stranieri"
"1316","Femmine",63,2022,25361,"stranieri"
"1317","Femmine",63,2023,27237,"stranieri"
"1318","Femmine",63,2024,29549,"stranieri"
"1319","Femmine",63,2025,29442,"stranieri"
"1320","Femmine",63,2026,30326,"stranieri"
"1321","Femmine",64,2019,20001,"stranieri"
"1322","Femmine",64,2020,22075,"stranieri"
"1323","Femmine",64,2021,22894,"stranieri"
"1324","Femmine",64,2022,22938,"stranieri"
"1325","Femmine",64,2023,25835,"stranieri"
"1326","Femmine",64,2024,26621,"stranieri"
"1327","Femmine",64,2025,28973,"stranieri"
"1328","Femmine",64,2026,28641,"stranieri"
"1329","Femmine",65,2019,17552,"stranieri"
"1330","Femmine",65,2020,19854,"stranieri"
"1331","Femmine",65,2021,20822,"stranieri"
"1332","Femmine",65,2022,20763,"stranieri"
"1333","Femmine",65,2023,23422,"stranieri"
"1334","Femmine",65,2024,25136,"stranieri"
"1335","Femmine",65,2025,26074,"stranieri"
"1336","Femmine",65,2026,27992,"stranieri"
"1337","Femmine",66,2019,16106,"stranieri"
"1338","Femmine",66,2020,17421,"stranieri"
"1339","Femmine",66,2021,18597,"stranieri"
"1340","Femmine",66,2022,18804,"stranieri"
"1341","Femmine",66,2023,21208,"stranieri"
"1342","Femmine",66,2024,22730,"stranieri"
"1343","Femmine",66,2025,24550,"stranieri"
"1344","Femmine",66,2026,25199,"stranieri"
"1345","Femmine",67,2019,13859,"stranieri"
"1346","Femmine",67,2020,15819,"stranieri"
"1347","Femmine",67,2021,16057,"stranieri"
"1348","Femmine",67,2022,16424,"stranieri"
"1349","Femmine",67,2023,18988,"stranieri"
"1350","Femmine",67,2024,20488,"stranieri"
"1351","Femmine",67,2025,21910,"stranieri"
"1352","Femmine",67,2026,23643,"stranieri"
"1353","Femmine",68,2019,13224,"stranieri"
"1354","Femmine",68,2020,13660,"stranieri"
"1355","Femmine",68,2021,14462,"stranieri"
"1356","Femmine",68,2022,14172,"stranieri"
"1357","Femmine",68,2023,16816,"stranieri"
"1358","Femmine",68,2024,18396,"stranieri"
"1359","Femmine",68,2025,19802,"stranieri"
"1360","Femmine",68,2026,21136,"stranieri"
"1361","Femmine",69,2019,11536,"stranieri"
"1362","Femmine",69,2020,13013,"stranieri"
"1363","Femmine",69,2021,12409,"stranieri"
"1364","Femmine",69,2022,12808,"stranieri"
"1365","Femmine",69,2023,14434,"stranieri"
"1366","Femmine",69,2024,16289,"stranieri"
"1367","Femmine",69,2025,18001,"stranieri"
"1368","Femmine",69,2026,19016,"stranieri"
"1369","Femmine",70,2019,9893,"stranieri"
"1370","Femmine",70,2020,11333,"stranieri"
"1371","Femmine",70,2021,11885,"stranieri"
"1372","Femmine",70,2022,10921,"stranieri"
"1373","Femmine",70,2023,13143,"stranieri"
"1374","Femmine",70,2024,14023,"stranieri"
"1375","Femmine",70,2025,15908,"stranieri"
"1376","Femmine",70,2026,17236,"stranieri"
"1377","Femmine",71,2019,8168,"stranieri"
"1378","Femmine",71,2020,9751,"stranieri"
"1379","Femmine",71,2021,10221,"stranieri"
"1380","Femmine",71,2022,10425,"stranieri"
"1381","Femmine",71,2023,11075,"stranieri"
"1382","Femmine",71,2024,12759,"stranieri"
"1383","Femmine",71,2025,13678,"stranieri"
"1384","Femmine",71,2026,15268,"stranieri"
"1385","Femmine",72,2019,6857,"stranieri"
"1386","Femmine",72,2020,8108,"stranieri"
"1387","Femmine",72,2021,8704,"stranieri"
"1388","Femmine",72,2022,8891,"stranieri"
"1389","Femmine",72,2023,10631,"stranieri"
"1390","Femmine",72,2024,10808,"stranieri"
"1391","Femmine",72,2025,12400,"stranieri"
"1392","Femmine",72,2026,13119,"stranieri"
"1393","Femmine",73,2019,5547,"stranieri"
"1394","Femmine",73,2020,6769,"stranieri"
"1395","Femmine",73,2021,7311,"stranieri"
"1396","Femmine",73,2022,7613,"stranieri"
"1397","Femmine",73,2023,9062,"stranieri"
"1398","Femmine",73,2024,10276,"stranieri"
"1399","Femmine",73,2025,10567,"stranieri"
"1400","Femmine",73,2026,11911,"stranieri"
"1401","Femmine",74,2019,5119,"stranieri"
"1402","Femmine",74,2020,5467,"stranieri"
"1403","Femmine",74,2021,6072,"stranieri"
"1404","Femmine",74,2022,6385,"stranieri"
"1405","Femmine",74,2023,7783,"stranieri"
"1406","Femmine",74,2024,8813,"stranieri"
"1407","Femmine",74,2025,10075,"stranieri"
"1408","Femmine",74,2026,10125,"stranieri"
"1409","Femmine",75,2019,4666,"stranieri"
"1410","Femmine",75,2020,5038,"stranieri"
"1411","Femmine",75,2021,4864,"stranieri"
"1412","Femmine",75,2022,5249,"stranieri"
"1413","Femmine",75,2023,6523,"stranieri"
"1414","Femmine",75,2024,7607,"stranieri"
"1415","Femmine",75,2025,8638,"stranieri"
"1416","Femmine",75,2026,9636,"stranieri"
"1417","Femmine",76,2019,4703,"stranieri"
"1418","Femmine",76,2020,4616,"stranieri"
"1419","Femmine",76,2021,4482,"stranieri"
"1420","Femmine",76,2022,4208,"stranieri"
"1421","Femmine",76,2023,5404,"stranieri"
"1422","Femmine",76,2024,6359,"stranieri"
"1423","Femmine",76,2025,7522,"stranieri"
"1424","Femmine",76,2026,8268,"stranieri"
"1425","Femmine",77,2019,3700,"stranieri"
"1426","Femmine",77,2020,4582,"stranieri"
"1427","Femmine",77,2021,4080,"stranieri"
"1428","Femmine",77,2022,3898,"stranieri"
"1429","Femmine",77,2023,4324,"stranieri"
"1430","Femmine",77,2024,5249,"stranieri"
"1431","Femmine",77,2025,6284,"stranieri"
"1432","Femmine",77,2026,7204,"stranieri"
"1433","Femmine",78,2019,4077,"stranieri"
"1434","Femmine",78,2020,3606,"stranieri"
"1435","Femmine",78,2021,4070,"stranieri"
"1436","Femmine",78,2022,3576,"stranieri"
"1437","Femmine",78,2023,3999,"stranieri"
"1438","Femmine",78,2024,4160,"stranieri"
"1439","Femmine",78,2025,5216,"stranieri"
"1440","Femmine",78,2026,5941,"stranieri"
"1441","Femmine",79,2019,3162,"stranieri"
"1442","Femmine",79,2020,3991,"stranieri"
"1443","Femmine",79,2021,3164,"stranieri"
"1444","Femmine",79,2022,3527,"stranieri"
"1445","Femmine",79,2023,3669,"stranieri"
"1446","Femmine",79,2024,3851,"stranieri"
"1447","Femmine",79,2025,4138,"stranieri"
"1448","Femmine",79,2026,4935,"stranieri"
"1449","Femmine",80,2019,2905,"stranieri"
"1450","Femmine",80,2020,3096,"stranieri"
"1451","Femmine",80,2021,3483,"stranieri"
"1452","Femmine",80,2022,2714,"stranieri"
"1453","Femmine",80,2023,3662,"stranieri"
"1454","Femmine",80,2024,3564,"stranieri"
"1455","Femmine",80,2025,3805,"stranieri"
"1456","Femmine",80,2026,3927,"stranieri"
"1457","Femmine",81,2019,2517,"stranieri"
"1458","Femmine",81,2020,2853,"stranieri"
"1459","Femmine",81,2021,2651,"stranieri"
"1460","Femmine",81,2022,2946,"stranieri"
"1461","Femmine",81,2023,2786,"stranieri"
"1462","Femmine",81,2024,3490,"stranieri"
"1463","Femmine",81,2025,3462,"stranieri"
"1464","Femmine",81,2026,3609,"stranieri"
"1465","Femmine",82,2019,2138,"stranieri"
"1466","Femmine",82,2020,2431,"stranieri"
"1467","Femmine",82,2021,2493,"stranieri"
"1468","Femmine",82,2022,2257,"stranieri"
"1469","Femmine",82,2023,2953,"stranieri"
"1470","Femmine",82,2024,2673,"stranieri"
"1471","Femmine",82,2025,3381,"stranieri"
"1472","Femmine",82,2026,3255,"stranieri"
"1473","Femmine",83,2019,1746,"stranieri"
"1474","Femmine",83,2020,2069,"stranieri"
"1475","Femmine",83,2021,2066,"stranieri"
"1476","Femmine",83,2022,2065,"stranieri"
"1477","Femmine",83,2023,2246,"stranieri"
"1478","Femmine",83,2024,2801,"stranieri"
"1479","Femmine",83,2025,2649,"stranieri"
"1480","Femmine",83,2026,3167,"stranieri"
"1481","Femmine",84,2019,1483,"stranieri"
"1482","Femmine",84,2020,1663,"stranieri"
"1483","Femmine",84,2021,1760,"stranieri"
"1484","Femmine",84,2022,1702,"stranieri"
"1485","Femmine",84,2023,2055,"stranieri"
"1486","Femmine",84,2024,2161,"stranieri"
"1487","Femmine",84,2025,2740,"stranieri"
"1488","Femmine",84,2026,2454,"stranieri"
"1489","Femmine",85,2019,1184,"stranieri"
"1490","Femmine",85,2020,1428,"stranieri"
"1491","Femmine",85,2021,1409,"stranieri"
"1492","Femmine",85,2022,1442,"stranieri"
"1493","Femmine",85,2023,1685,"stranieri"
"1494","Femmine",85,2024,1955,"stranieri"
"1495","Femmine",85,2025,2102,"stranieri"
"1496","Femmine",85,2026,2542,"stranieri"
"1497","Femmine",86,2019,1105,"stranieri"
"1498","Femmine",86,2020,1165,"stranieri"
"1499","Femmine",86,2021,1168,"stranieri"
"1500","Femmine",86,2022,1125,"stranieri"
"1501","Femmine",86,2023,1388,"stranieri"
"1502","Femmine",86,2024,1579,"stranieri"
"1503","Femmine",86,2025,1863,"stranieri"
"1504","Femmine",86,2026,1959,"stranieri"
"1505","Femmine",87,2019,772,"stranieri"
"1506","Femmine",87,2020,1045,"stranieri"
"1507","Femmine",87,2021,929,"stranieri"
"1508","Femmine",87,2022,957,"stranieri"
"1509","Femmine",87,2023,1072,"stranieri"
"1510","Femmine",87,2024,1275,"stranieri"
"1511","Femmine",87,2025,1502,"stranieri"
"1512","Femmine",87,2026,1692,"stranieri"
"1513","Femmine",88,2019,898,"stranieri"
"1514","Femmine",88,2020,697,"stranieri"
"1515","Femmine",88,2021,842,"stranieri"
"1516","Femmine",88,2022,750,"stranieri"
"1517","Femmine",88,2023,896,"stranieri"
"1518","Femmine",88,2024,1006,"stranieri"
"1519","Femmine",88,2025,1214,"stranieri"
"1520","Femmine",88,2026,1362,"stranieri"
"1521","Femmine",89,2019,565,"stranieri"
"1522","Femmine",89,2020,808,"stranieri"
"1523","Femmine",89,2021,536,"stranieri"
"1524","Femmine",89,2022,682,"stranieri"
"1525","Femmine",89,2023,718,"stranieri"
"1526","Femmine",89,2024,802,"stranieri"
"1527","Femmine",89,2025,939,"stranieri"
"1528","Femmine",89,2026,1107,"stranieri"
"1529","Femmine",90,2019,490,"stranieri"
"1530","Femmine",90,2020,536,"stranieri"
"1531","Femmine",90,2021,624,"stranieri"
"1532","Femmine",90,2022,420,"stranieri"
"1533","Femmine",90,2023,636,"stranieri"
"1534","Femmine",90,2024,648,"stranieri"
"1535","Femmine",90,2025,754,"stranieri"
"1536","Femmine",90,2026,833,"stranieri"
"1537","Femmine",91,2019,410,"stranieri"
"1538","Femmine",91,2020,440,"stranieri"
"1539","Femmine",91,2021,382,"stranieri"
"1540","Femmine",91,2022,477,"stranieri"
"1541","Femmine",91,2023,387,"stranieri"
"1542","Femmine",91,2024,548,"stranieri"
"1543","Femmine",91,2025,590,"stranieri"
"1544","Femmine",91,2026,678,"stranieri"
"1545","Femmine",92,2019,313,"stranieri"
"1546","Femmine",92,2020,375,"stranieri"
"1547","Femmine",92,2021,325,"stranieri"
"1548","Femmine",92,2022,318,"stranieri"
"1549","Femmine",92,2023,449,"stranieri"
"1550","Femmine",92,2024,334,"stranieri"
"1551","Femmine",92,2025,507,"stranieri"
"1552","Femmine",92,2026,527,"stranieri"
"1553","Femmine",93,2019,283,"stranieri"
"1554","Femmine",93,2020,280,"stranieri"
"1555","Femmine",93,2021,278,"stranieri"
"1556","Femmine",93,2022,234,"stranieri"
"1557","Femmine",93,2023,286,"stranieri"
"1558","Femmine",93,2024,351,"stranieri"
"1559","Femmine",93,2025,291,"stranieri"
"1560","Femmine",93,2026,433,"stranieri"
"1561","Femmine",94,2019,190,"stranieri"
"1562","Femmine",94,2020,237,"stranieri"
"1563","Femmine",94,2021,190,"stranieri"
"1564","Femmine",94,2022,217,"stranieri"
"1565","Femmine",94,2023,202,"stranieri"
"1566","Femmine",94,2024,232,"stranieri"
"1567","Femmine",94,2025,308,"stranieri"
"1568","Femmine",94,2026,242,"stranieri"
"1569","Femmine",95,2019,178,"stranieri"
"1570","Femmine",95,2020,162,"stranieri"
"1571","Femmine",95,2021,159,"stranieri"
"1572","Femmine",95,2022,146,"stranieri"
"1573","Femmine",95,2023,188,"stranieri"
"1574","Femmine",95,2024,165,"stranieri"
"1575","Femmine",95,2025,199,"stranieri"
"1576","Femmine",95,2026,266,"stranieri"
"1577","Femmine",96,2019,123,"stranieri"
"1578","Femmine",96,2020,152,"stranieri"
"1579","Femmine",96,2021,114,"stranieri"
"1580","Femmine",96,2022,114,"stranieri"
"1581","Femmine",96,2023,130,"stranieri"
"1582","Femmine",96,2024,149,"stranieri"
"1583","Femmine",96,2025,141,"stranieri"
"1584","Femmine",96,2026,156,"stranieri"
"1585","Femmine",97,2019,79,"stranieri"
"1586","Femmine",97,2020,99,"stranieri"
"1587","Femmine",97,2021,92,"stranieri"
"1588","Femmine",97,2022,93,"stranieri"
"1589","Femmine",97,2023,92,"stranieri"
"1590","Femmine",97,2024,106,"stranieri"
"1591","Femmine",97,2025,121,"stranieri"
"1592","Femmine",97,2026,108,"stranieri"
"1593","Femmine",98,2019,95,"stranieri"
"1594","Femmine",98,2020,63,"stranieri"
"1595","Femmine",98,2021,75,"stranieri"
"1596","Femmine",98,2022,100,"stranieri"
"1597","Femmine",98,2023,76,"stranieri"
"1598","Femmine",98,2024,131,"stranieri"
"1599","Femmine",98,2025,124,"stranieri"
"1600","Femmine",98,2026,90,"stranieri"
"1601","Femmine",99,2019,42,"stranieri"
"1602","Femmine",99,2020,71,"stranieri"
"1603","Femmine",99,2021,51,"stranieri"
"1604","Femmine",99,2022,63,"stranieri"
"1605","Femmine",99,2023,87,"stranieri"
"1606","Femmine",99,2024,78,"stranieri"
"1607","Femmine",99,2025,114,"stranieri"
"1608","Femmine",99,2026,97,"stranieri"
"1609","Femmine",100,2019,84,"stranieri"
"1610","Femmine",100,2020,93,"stranieri"
"1611","Femmine",100,2021,121,"stranieri"
"1612","Femmine",100,2022,130,"stranieri"
"1613","Femmine",100,2023,160,"stranieri"
"1614","Femmine",100,2024,184,"stranieri"
"1615","Femmine",100,2025,265,"stranieri"
"1616","Femmine",100,2026,280,"stranieri"
"1617","Maschi",0,2002,13401,"stranieri"
"1618","Maschi",0,2003,16990,"stranieri"
"1619","Maschi",0,2004,17525,"stranieri"
"1620","Maschi",0,2005,24284,"stranieri"
"1621","Maschi",0,2006,26353,"stranieri"
"1622","Maschi",0,2007,29122,"stranieri"
"1623","Maschi",0,2008,32666,"stranieri"
"1624","Maschi",0,2009,36513,"stranieri"
"1625","Maschi",0,2010,38725,"stranieri"
"1626","Maschi",0,2011,38610,"stranieri"
"1627","Maschi",0,2012,38888,"stranieri"
"1628","Maschi",0,2013,41930,"stranieri"
"1629","Maschi",0,2014,40335,"stranieri"
"1630","Maschi",0,2015,38795,"stranieri"
"1631","Maschi",0,2016,37067,"stranieri"
"1632","Maschi",0,2017,35456,"stranieri"
"1633","Maschi",0,2018,34528,"stranieri"
"1634","Maschi",1,2002,12536,"stranieri"
"1635","Maschi",1,2003,14099,"stranieri"
"1636","Maschi",1,2004,17741,"stranieri"
"1637","Maschi",1,2005,18749,"stranieri"
"1638","Maschi",1,2006,24504,"stranieri"
"1639","Maschi",1,2007,26731,"stranieri"
"1640","Maschi",1,2008,30326,"stranieri"
"1641","Maschi",1,2009,33471,"stranieri"
"1642","Maschi",1,2010,36712,"stranieri"
"1643","Maschi",1,2011,38613,"stranieri"
"1644","Maschi",1,2012,38340,"stranieri"
"1645","Maschi",1,2013,40089,"stranieri"
"1646","Maschi",1,2014,41863,"stranieri"
"1647","Maschi",1,2015,39706,"stranieri"
"1648","Maschi",1,2016,37507,"stranieri"
"1649","Maschi",1,2017,35145,"stranieri"
"1650","Maschi",1,2018,34244,"stranieri"
"1651","Maschi",2,2002,11188,"stranieri"
"1652","Maschi",2,2003,13385,"stranieri"
"1653","Maschi",2,2004,15234,"stranieri"
"1654","Maschi",2,2005,18647,"stranieri"
"1655","Maschi",2,2006,19930,"stranieri"
"1656","Maschi",2,2007,24957,"stranieri"
"1657","Maschi",2,2008,28039,"stranieri"
"1658","Maschi",2,2009,31518,"stranieri"
"1659","Maschi",2,2010,33950,"stranieri"
"1660","Maschi",2,2011,36779,"stranieri"
"1661","Maschi",2,2012,38547,"stranieri"
"1662","Maschi",2,2013,39882,"stranieri"
"1663","Maschi",2,2014,40182,"stranieri"
"1664","Maschi",2,2015,40782,"stranieri"
"1665","Maschi",2,2016,37657,"stranieri"
"1666","Maschi",2,2017,35333,"stranieri"
"1667","Maschi",2,2018,33736,"stranieri"
"1668","Maschi",3,2002,9771,"stranieri"
"1669","Maschi",3,2003,11953,"stranieri"
"1670","Maschi",3,2004,14375,"stranieri"
"1671","Maschi",3,2005,16526,"stranieri"
"1672","Maschi",3,2006,19685,"stranieri"
"1673","Maschi",3,2007,20742,"stranieri"
"1674","Maschi",3,2008,26265,"stranieri"
"1675","Maschi",3,2009,29386,"stranieri"
"1676","Maschi",3,2010,32189,"stranieri"
"1677","Maschi",3,2011,34293,"stranieri"
"1678","Maschi",3,2012,36977,"stranieri"
"1679","Maschi",3,2013,40068,"stranieri"
"1680","Maschi",3,2014,40012,"stranieri"
"1681","Maschi",3,2015,39089,"stranieri"
"1682","Maschi",3,2016,38673,"stranieri"
"1683","Maschi",3,2017,35111,"stranieri"
"1684","Maschi",3,2018,34204,"stranieri"
"1685","Maschi",4,2002,9198,"stranieri"
"1686","Maschi",4,2003,10653,"stranieri"
"1687","Maschi",4,2004,12906,"stranieri"
"1688","Maschi",4,2005,15695,"stranieri"
"1689","Maschi",4,2006,17937,"stranieri"
"1690","Maschi",4,2007,20376,"stranieri"
"1691","Maschi",4,2008,22447,"stranieri"
"1692","Maschi",4,2009,27460,"stranieri"
"1693","Maschi",4,2010,30140,"stranieri"
"1694","Maschi",4,2011,32593,"stranieri"
"1695","Maschi",4,2012,34594,"stranieri"
"1696","Maschi",4,2013,38226,"stranieri"
"1697","Maschi",4,2014,40197,"stranieri"
"1698","Maschi",4,2015,38867,"stranieri"
"1699","Maschi",4,2016,36936,"stranieri"
"1700","Maschi",4,2017,35924,"stranieri"
"1701","Maschi",4,2018,33480,"stranieri"
"1702","Maschi",5,2002,8479,"stranieri"
"1703","Maschi",5,2003,10187,"stranieri"
"1704","Maschi",5,2004,11683,"stranieri"
"1705","Maschi",5,2005,14209,"stranieri"
"1706","Maschi",5,2006,17232,"stranieri"
"1707","Maschi",5,2007,18933,"stranieri"
"1708","Maschi",5,2008,22116,"stranieri"
"1709","Maschi",5,2009,23885,"stranieri"
"1710","Maschi",5,2010,28019,"stranieri"
"1711","Maschi",5,2011,30384,"stranieri"
"1712","Maschi",5,2012,33103,"stranieri"
"1713","Maschi",5,2013,35716,"stranieri"
"1714","Maschi",5,2014,38098,"stranieri"
"1715","Maschi",5,2015,38898,"stranieri"
"1716","Maschi",5,2016,36858,"stranieri"
"1717","Maschi",5,2017,34060,"stranieri"
"1718","Maschi",5,2018,34179,"stranieri"
"1719","Maschi",6,2002,8354,"stranieri"
"1720","Maschi",6,2003,9445,"stranieri"
"1721","Maschi",6,2004,11389,"stranieri"
"1722","Maschi",6,2005,13185,"stranieri"
"1723","Maschi",6,2006,15651,"stranieri"
"1724","Maschi",6,2007,18363,"stranieri"
"1725","Maschi",6,2008,20982,"stranieri"
"1726","Maschi",6,2009,23558,"stranieri"
"1727","Maschi",6,2010,24666,"stranieri"
"1728","Maschi",6,2011,28234,"stranieri"
"1729","Maschi",6,2012,30864,"stranieri"
"1730","Maschi",6,2013,34193,"stranieri"
"1731","Maschi",6,2014,35142,"stranieri"
"1732","Maschi",6,2015,36540,"stranieri"
"1733","Maschi",6,2016,36554,"stranieri"
"1734","Maschi",6,2017,33695,"stranieri"
"1735","Maschi",6,2018,32326,"stranieri"
"1736","Maschi",7,2002,8108,"stranieri"
"1737","Maschi",7,2003,9378,"stranieri"
"1738","Maschi",7,2004,10518,"stranieri"
"1739","Maschi",7,2005,12745,"stranieri"
"1740","Maschi",7,2006,14795,"stranieri"
"1741","Maschi",7,2007,16736,"stranieri"
"1742","Maschi",7,2008,20523,"stranieri"
"1743","Maschi",7,2009,22743,"stranieri"
"1744","Maschi",7,2010,24367,"stranieri"
"1745","Maschi",7,2011,25244,"stranieri"
"1746","Maschi",7,2012,28802,"stranieri"
"1747","Maschi",7,2013,31543,"stranieri"
"1748","Maschi",7,2014,33580,"stranieri"
"1749","Maschi",7,2015,33548,"stranieri"
"1750","Maschi",7,2016,34078,"stranieri"
"1751","Maschi",7,2017,33050,"stranieri"
"1752","Maschi",7,2018,31674,"stranieri"
"1753","Maschi",8,2002,7838,"stranieri"
"1754","Maschi",8,2003,9123,"stranieri"
"1755","Maschi",8,2004,10453,"stranieri"
"1756","Maschi",8,2005,11851,"stranieri"
"1757","Maschi",8,2006,14497,"stranieri"
"1758","Maschi",8,2007,16057,"stranieri"
"1759","Maschi",8,2008,18816,"stranieri"
"1760","Maschi",8,2009,22153,"stranieri"
"1761","Maschi",8,2010,23862,"stranieri"
"1762","Maschi",8,2011,24784,"stranieri"
"1763","Maschi",8,2012,25916,"stranieri"
"1764","Maschi",8,2013,29343,"stranieri"
"1765","Maschi",8,2014,30651,"stranieri"
"1766","Maschi",8,2015,31847,"stranieri"
"1767","Maschi",8,2016,31398,"stranieri"
"1768","Maschi",8,2017,31056,"stranieri"
"1769","Maschi",8,2018,30976,"stranieri"
"1770","Maschi",9,2002,7363,"stranieri"
"1771","Maschi",9,2003,8826,"stranieri"
"1772","Maschi",9,2004,10186,"stranieri"
"1773","Maschi",9,2005,11855,"stranieri"
"1774","Maschi",9,2006,13535,"stranieri"
"1775","Maschi",9,2007,15772,"stranieri"
"1776","Maschi",9,2008,18148,"stranieri"
"1777","Maschi",9,2009,20681,"stranieri"
"1778","Maschi",9,2010,23493,"stranieri"
"1779","Maschi",9,2011,24632,"stranieri"
"1780","Maschi",9,2012,25601,"stranieri"
"1781","Maschi",9,2013,26478,"stranieri"
"1782","Maschi",9,2014,28531,"stranieri"
"1783","Maschi",9,2015,28990,"stranieri"
"1784","Maschi",9,2016,29692,"stranieri"
"1785","Maschi",9,2017,28665,"stranieri"
"1786","Maschi",9,2018,29225,"stranieri"
"1787","Maschi",10,2002,7249,"stranieri"
"1788","Maschi",10,2003,8289,"stranieri"
"1789","Maschi",10,2004,9949,"stranieri"
"1790","Maschi",10,2005,11985,"stranieri"
"1791","Maschi",10,2006,13583,"stranieri"
"1792","Maschi",10,2007,14819,"stranieri"
"1793","Maschi",10,2008,17929,"stranieri"
"1794","Maschi",10,2009,20135,"stranieri"
"1795","Maschi",10,2010,21946,"stranieri"
"1796","Maschi",10,2011,24572,"stranieri"
"1797","Maschi",10,2012,25637,"stranieri"
