"Year","y_France","y_Germany","y_Italy","y_Netherlands","y_Spain","y_US","dy_France","dy_Germany","dy_Italy","dy_Netherlands","dy_Spain","dy_US","ypot_France","ypot_Germany","ypot_Italy","ypot_Netherlands","ypot_Spain","ypot_US","dypot_France","dypot_Germany","dypot_Italy","dypot_Netherlands","dypot_Spain","dypot_US","ygap_France","ygap_Germany","ygap_Italy","ygap_Netherlands","ygap_Spain","ygap_US","ygap_lag_France","ygap_lag_Germany","ygap_lag_Italy","ygap_lag_Netherlands","ygap_lag_Spain","ygap_lag_US","pi_France","pi_Germany","pi_Italy","pi_Netherlands","pi_Spain","pi_US","MY_France","MY_Germany","MY_Italy","MY_Netherlands","MY_Spain","MY_US","D_France","D_Germany","D_Italy","D_Netherlands","D_Spain","D_US","D_Y_France","D_Y_Germany","D_Y_Italy","D_Y_Netherlands","D_Y_Spain","D_Y_US","D_R_France","D_R_Germany","D_R_Italy","D_R_Netherlands","D_R_Spain","D_R_US","IR_France","IR_Germany","IR_Italy","IR_Netherlands","IR_Spain","IR_US","PTR_France","PTR_Germany","PTR_Italy","PTR_Netherlands","PTR_Spain","PTR_US","Total_Debt_France","Total_Debt_Germany","Total_Debt_Italy","Total_Debt_Netherlands","Total_Debt_Spain","Total_Debt_US","GDP_France","GDP_Germany","GDP_Italy","GDP_Netherlands","GDP_Spain","GDP_US","Surplus_France","Surplus_Germany","Surplus_Italy","Surplus_Netherlands","Surplus_Spain","Surplus_US","Primary_Surplus_France","Primary_Surplus_Germany","Primary_Surplus_Italy","Primary_Surplus_Netherlands","Primary_Surplus_Spain","Primary_Surplus_US","SFA_France","SFA_Germany","SFA_Italy","SFA_Netherlands","SFA_Spain","SFA_US","Social_Surplus_France","Social_Surplus_Germany","Social_Surplus_Italy","Social_Surplus_Netherlands","Social_Surplus_Spain","Social_Surplus_US","Expenditure_Interest_France","Expenditure_Interest_Germany","Expenditure_Interest_Italy","Expenditure_Interest_Netherlands","Expenditure_Interest_Spain","Expenditure_Interest_US","pi_target_France","pi_target_Germany","pi_target_Italy","pi_target_Netherlands","pi_target_Spain","pi_target_US","b_France","b_Germany","b_Italy","b_Netherlands","b_Spain","b_US","b_lag_France","b_lag_Germany","b_lag_Italy","b_lag_Netherlands","b_lag_Spain","b_lag_US","s_star_France","s_star_Germany","s_star_Italy","s_star_Netherlands","s_star_Spain","s_star_US","s_star_lag_France","s_star_lag_Germany","s_star_lag_Italy","s_star_lag_Netherlands","s_star_lag_Spain","s_star_lag_US","s_France","s_Germany","s_Italy","s_Netherlands","s_Spain","s_US","s_social_France","s_social_Germany","s_social_Italy","s_social_Netherlands","s_social_Spain","s_social_US","lag_s_social_France","lag_s_social_Germany","lag_s_social_Italy","lag_s_social_Netherlands","lag_s_social_Spain","lag_s_social_US","s_non_social_France","s_non_social_Germany","s_non_social_Italy","s_non_social_Netherlands","s_non_social_Spain","s_non_social_US","s_ratio_social_France","s_ratio_social_Germany","s_ratio_social_Italy","s_ratio_social_Netherlands","s_ratio_social_Spain","s_ratio_social_US","s_ex_France","s_ex_Germany","s_ex_Italy","s_ex_Netherlands","s_ex_Spain","s_ex_US","sfa_France","sfa_Germany","sfa_Italy","sfa_Netherlands","sfa_Spain","sfa_US","dy_lag_France","dy_lag_Germany","dy_lag_Italy","dy_lag_Netherlands","dy_lag_Spain","dy_lag_US","log_IR_France","log_IR_Germany","log_IR_Italy","log_IR_Netherlands","log_IR_Spain","log_IR_US","lag_IR_France","lag_IR_Germany","lag_IR_Italy","lag_IR_Netherlands","lag_IR_Spain","lag_IR_US","snowball_effect_France","snowball_effect_Germany","snowball_effect_Italy","snowball_effect_Netherlands","snowball_effect_Spain","snowball_effect_US","snowball_share_France","snowball_share_Germany","snowball_share_Italy","snowball_share_Netherlands","snowball_share_Spain","snowball_share_US","deficit_share_France","deficit_share_Germany","deficit_share_Italy","deficit_share_Netherlands","deficit_share_Spain","deficit_share_US","Spread_Netherlands","b_diff_Netherlands","b_diff_lag_Netherlands","Spread_France","b_diff_France","b_diff_lag_France","Spread_Spain","b_diff_Spain","b_diff_lag_Spain","Spread_Italy","b_diff_Italy","b_diff_lag_Italy","ygap_plus_US","ygap_minus_US","ygap_plus_Germany","ygap_minus_Germany","ygap_plus_Netherlands","ygap_minus_Netherlands","ygap_plus_France","ygap_minus_France","ygap_plus_Spain","ygap_minus_Spain","ygap_plus_Italy","ygap_minus_Italy"
1950,NA,NA,NA,NA,NA,7.81533484002481,NA,NA,NA,NA,NA,0.12550773518478,NA,NA,NA,NA,NA,7.78203603208129,NA,NA,NA,NA,NA,0.0507876338678672,NA,NA,NA,NA,NA,0.0332988079435168,NA,NA,NA,NA,NA,-0.0414212933733955,NA,NA,NA,NA,NA,-0.0298489603067931,0.689876262381293,0.707306052503162,0.524533639565339,0.535832912772215,0.48844169624991,0.533409405681455,0.712474951859139,0.688643143148927,0.76829199008824,0.820028368217447,0.76870160757104,0.733210261433476,0.517521171849131,0.536986254806137,0.625213131246081,0.679162550929714,0.640475939097857,0.594992158090486,0.194953780010008,0.15165688834279,0.14307885884216,0.140865817287733,0.128225668473183,0.13821810334299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12550773518478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332988079435168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,NA,NA,NA,NA,NA,7.86857379147752,NA,NA,NA,NA,NA,0.0532389514527161,NA,NA,NA,NA,NA,7.83453625497346,NA,NA,NA,NA,NA,0.052500222892168,NA,NA,NA,NA,NA,0.0340375365040648,NA,NA,NA,NA,NA,0.0332988079435168,NA,NA,NA,NA,NA,0.0926323175070016,0.695898647175598,0.731762324359204,0.531365766840242,0.543452180736982,0.49234272349931,0.53972448472364,0.718101435271856,0.687068437286984,0.76071681726398,0.82383435247895,0.756479763077318,0.746104425200238,0.522208060847267,0.530539852072769,0.616122381532062,0.680490497643167,0.627219457621394,0.605218974741186,0.195893374424589,0.156528585214215,0.144594435731918,0.143343854835782,0.129260305455925,0.140885450459052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0532389514527161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0340375365040648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,NA,NA,NA,NA,NA,7.92082542622391,NA,NA,NA,NA,NA,0.0522516347463888,NA,NA,NA,NA,NA,7.89255217484502,NA,NA,NA,NA,NA,0.0580159198715613,NA,NA,NA,NA,NA,0.0282732513788924,NA,NA,NA,NA,NA,0.0340375365040648,NA,NA,NA,NA,NA,0.00496202661085831,0.701589128065821,0.756266887614505,0.540041806743644,0.55322354603471,0.495944788926274,0.547444076404895,0.723955815028459,0.68865471006011,0.753219652287509,0.828942536776211,0.749584993083834,0.760127375786642,0.527308657992984,0.527248925288701,0.607084385371109,0.68250806745615,0.619543672240866,0.616528177491762,0.196647157035475,0.161405784771409,0.1461352669164,0.146434469320061,0.130041320842968,0.14359919829488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0522516347463888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282732513788924,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,NA,NA,NA,NA,NA,7.92605235703718,NA,NA,NA,NA,NA,0.0052269308132642,NA,NA,NA,NA,NA,7.93069699177529,NA,NA,NA,NA,NA,0.0381448169302701,NA,NA,NA,NA,NA,-0.0046446347381135,NA,NA,NA,NA,NA,0.0282732513788924,NA,NA,NA,NA,NA,0.0526220951741343,0.707833680868602,0.780559178775819,0.549740309871487,0.563671841511672,0.499151023580844,0.556425977751672,0.730771978784411,0.69150274353254,0.744848991677546,0.835151384465415,0.742078775308034,0.775507315178712,0.533271279264789,0.525292869717804,0.596935132980884,0.685553534770058,0.61050124492446,0.629140489814896,0.197500699519622,0.166209873814736,0.147913858696662,0.149597849695356,0.131577530383573,0.146366825363816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052269308132642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0046446347381135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,NA,NA,NA,NA,NA,7.95297291931786,NA,NA,NA,NA,NA,0.0269205622806803,NA,NA,NA,NA,NA,7.95553242521917,NA,NA,NA,NA,NA,0.0248354334438785,NA,NA,NA,NA,NA,-0.00255950590131171,NA,NA,NA,NA,NA,-0.0046446347381135,NA,NA,NA,NA,NA,-0.0235067186769919,0.71464780844787,0.800454621731703,0.561460424262226,0.573872897019668,0.503459820514557,0.565872365297613,0.73818524154432,0.691222450195184,0.738338841722595,0.841760924234525,0.736937432713814,0.791955665596205,0.539769183806365,0.520754484933016,0.588134594635544,0.68930837687297,0.604176583508994,0.642719613164507,0.198416057737955,0.170467965262168,0.150204247087051,0.152452547361554,0.13276084920482,0.149236052431699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269205622806803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.00255950590131171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,NA,NA,NA,NA,NA,8.01668938948277,NA,NA,NA,NA,NA,0.0637164701649136,NA,NA,NA,NA,NA,7.98061085425684,NA,NA,NA,NA,NA,0.0250784290376762,NA,NA,NA,NA,NA,0.0360785352259256,NA,NA,NA,NA,NA,-0.00255950590131171,NA,NA,NA,NA,NA,0.0219433310726203,0.72193911615305,0.813077321242909,0.57449117789025,0.582861069556373,0.511591585860975,0.575455207005783,0.745800294083048,0.686378624723738,0.734281088207755,0.84813489944417,0.735544766868727,0.808927534966812,0.546453041525485,0.512528096758707,0.581484368764662,0.693143456189302,0.600905133224817,0.656773998618761,0.199347252557563,0.173850527965031,0.152796719443094,0.154991443254869,0.13463963364391,0.152153536348051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0637164701649136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0360785352259256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,8.03646089500123,NA,NA,NA,NA,NA,0.0197715055184648,NA,NA,NA,NA,NA,8.0064579703968,NA,NA,NA,NA,NA,0.0258471161399516,NA,NA,NA,NA,NA,0.0300029246044389,NA,NA,NA,NA,NA,0.0360785352259256,NA,NA,NA,NA,NA,0.0348240220749103,0.72786805917648,0.819757766149019,0.588205677142573,0.589544020527774,0.52035198909285,0.585052778834759,0.753594659078804,0.681140888044479,0.731173120257405,0.85483030455035,0.734816619048991,0.826439432051796,0.553609127993439,0.504312854620979,0.576546250368508,0.697331942890795,0.598934558328187,0.671508875280657,0.199985531085366,0.1768280334235,0.154626869888897,0.157498361659555,0.135882060720804,0.154930556771139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0197715055184648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300029246044389,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,8.04000160494047,NA,NA,NA,NA,NA,0.00354070993923905,NA,NA,NA,NA,NA,8.03949093552074,NA,NA,NA,NA,NA,0.0330329651239492,NA,NA,NA,NA,NA,0.000510669419728771,NA,NA,NA,NA,NA,0.0300029246044389,NA,NA,NA,NA,NA,0.049940116459839,0.733566336849792,0.834534738086984,0.60235071207187,0.597044952721266,0.527653904849851,0.594244095820637,0.761718477933493,0.680370513751404,0.729356885084143,0.862037329811966,0.737738147400806,0.844821316067363,0.561014081992492,0.498358109438136,0.572978839765726,0.701851630609382,0.601407663640244,0.687045864998046,0.200704395941001,0.182012404313268,0.156378045318416,0.160185699202584,0.136330483760562,0.157775451069317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00354070993923905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000510669419728771,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,NA,NA,NA,NA,NA,8.0662279564877,NA,NA,NA,NA,NA,0.0262263515472299,NA,NA,NA,NA,NA,8.07515978176087,NA,NA,NA,NA,NA,0.0356688462401245,NA,NA,NA,NA,NA,-0.00893182527316583,NA,NA,NA,NA,NA,0.000510669419728771,NA,NA,NA,NA,NA,-0.0111727000523665,0.740718333469007,0.846648195090444,0.616849383560356,0.604874133118776,0.53566722850252,0.602922509367088,0.770705886725962,0.679836292593414,0.726884428774932,0.870182442695835,0.747177179135294,0.863785328385842,0.568585990469127,0.492803797564968,0.568155686608823,0.707015618040273,0.608782805894417,0.70306583610054,0.202119896256835,0.187032495028446,0.158728742166109,0.163166824655562,0.138394373240877,0.160719492285302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0262263515472299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.00893182527316583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,NA,NA,NA,NA,NA,8.11105729291051,NA,NA,NA,NA,NA,0.0448293364228061,NA,NA,NA,NA,NA,8.11582703569381,NA,NA,NA,NA,NA,0.0406672539329396,NA,NA,NA,NA,NA,-0.00476974278329934,NA,NA,NA,NA,NA,-0.00893182527316583,NA,NA,NA,NA,NA,0.0358319481521225,0.746403268595426,0.841224985838524,0.62959929672994,0.611645656935212,0.544888583361705,0.611829619346139,0.780320095178129,0.674861115490335,0.72383943925344,0.878196084175456,0.762166431663061,0.883932273190281,0.5761227880288,0.485322187487249,0.562551779027071,0.711816448879494,0.620847419055302,0.719725607823167,0.204197307149329,0.189538928003086,0.161287660226368,0.166379635295963,0.14131901260776,0.164206665367114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.02,0.02,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0448293364228061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.00476974278329934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
